dl
n=29
format=fullmatrix
labels:	Cet	HarpSeal	HoodSeal	GreySeal	HarbSeal	Bird	LCod	SCod	GreenHal	SPlai	LPlai	Flou	Skate	RedFish	LDemFeed	SDemFeed	Cape	LPelaFeed	PiscSPelaFeed	PlankSPelaFeed	Shri	LCrus	Echino	Mollu	Polych	BenthInv	Lzoopl	Szoopl	Phyto
data:
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.079	0.007	0.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.003	0.207	0.007	0.112	0.001	0	0.254	0	0	0	0.001	0	0.009	0	0.002	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.00	0.001	0	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.135	0	0.037	0	0.001	0.238	0	0	0	0	0	0	0	0.002	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.076	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.042	0.01	0.061	0	0.001	0	0.028	0	0	0	0	0.001	0	0.002	0.253	0	0.003	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.009	0.00	0.001	0	0	0	0	0	0	0	0	0.004	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0
0.002	0	0.002	0	0.00	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.02	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.016	0	0.032	0	0.003	0.158	0	0.001	0	0.002	0	0.034	0	0.01	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0
0.038	0.278	0.004	0.073	0.001	0.058	0.08	0	0.019	0	0.001	0	0.004	0.008	0.004	0.004	0	0.001	0	0	0	0	0	0	0	0	0	0	0
0.003	0	0	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.107	0.127	0.002	0.023	0.004	0.009	0.497	0	0	0	0	0	0.007	0	0.046	0	0	0.003	0.00	0	0	0	0	0	0	0	0	0	0
0.022	0.445	0.002	0.048	0.004	0.084	0.722	0	0.002	0	0.001	0.104	0.057	0.021	0.313	0	0	0.044	0.2	0	0	0	0	0	0	0	0	0	0
0.001	0.1	0	0	0.001	0.001	0.565	0.117	0.005	0	0.136	0.087	0.01	0.012	0.02	0.027	0	0	0	0.049	0	0.051	0	0	0	0	0	0	0
0	0.005	0	0.00	0	0	0.249	0.01	0	0.019	0.027	0	0.021	0	0.003	0.008	0	0.001	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.188	0.003	0	0.36	1.408	0.801	0	0	0	0.002	0	0	0	0	0	0.396	0	0	0	0	0	0	0
0	0	0	0	0.00	0	1.092	0.066	0	0.695	0.169	1.324	0.001	0	0	0.017	0	0	0	0	0	1.101	0	0	0	0	0	0	0
0	0	0	0	0	0	1.419	0.274	0	1.967	0.188	0.298	0.009	0	0.013	0.298	0	0.004	0	0	0.052	0.366	0	0	0	0	0	0	0
0	0.005	0	0	0.00	0.002	1.055	0.68	0	4.784	0.062	0.939	0.001	0	0.003	0.021	0	0	0.031	0.721	0.031	0.164	0	0	0	0	0	0	0
0.004	0.503	0	0	0	0.015	1.612	2.412	0.004	3.802	0.447	0.001	0	0.022	0.002	0.241	0.107	0.026	3.001	4.837	0.245	0.024	0	0	0	0	0	0	0
0	0	0	0	0	0	0.023	0.099	0.00	0.012	0	0	0	0.007	0	0	3.281	0	5.183	12.646	0.82	0	0	0	0	0	45.24	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.523	0	0	97.75	80.477	0	55.793	486.793	0
