Species                     Kbu       Ktd      Kdir    Kindir         K
LCod                    0.41071   2.19467   1.84650   0.75889   2.60539
HarpSeal                0.00000   5.47630   2.34091   3.13539   5.47630
HoodSeal                0.00000   2.92486   1.50694   1.41791   2.92486
GreySeal                0.00000   7.23340   3.22599   4.00741   7.23340
HarbSeal                0.00000   2.24551   1.03799   1.20752   2.24551
SCod                    0.91779   1.66460   1.96717   0.61522   2.58239
Cet                     0.00000   2.27971   1.35049   0.92922   2.27971
LDemFeed                0.14286   2.41525   1.42884   1.12927   2.55811
SDemFeed                1.12896   1.86434   2.13344   0.85986   2.99330
GreenHal                0.40032   0.77493   0.79735   0.37790   1.17526
Bird                    0.00000   2.84023   1.55341   1.28683   2.84023
SPlai                   0.78475   0.97903   1.35784   0.40594   1.76378
LPlai                   0.14286   0.84570   0.81773   0.17083   0.98856
Flou                    1.17760   0.93244   1.63423   0.47581   2.11005
LPelaFeed               0.33929   0.90307   0.80916   0.43320   1.24236
Skate                   0.17143   0.86709   0.62652   0.41200   1.03852
RedFish                 0.25000   0.49907   0.62827   0.12080   0.74907
Cape                    1.91050   0.21667   1.61409   0.51308   2.12717
PiscSPelaFeed           0.84038   0.57600   1.25324   0.16313   1.41637
PlankSPelaFeed          2.78874   0.38787   2.36574   0.81086   3.17661
Shri                    4.08760   0.60268   2.88592   1.80436   4.69028
LCrus                   1.57759   0.67791   1.63959   0.61591   2.25550
Echino                  1.52615   0.00000   0.79762   0.72853   1.52615
Mollu                   1.52615   0.20000   0.99762   0.72853   1.72615
Polych                  3.14971   0.20000   1.68853   1.66118   3.34971
BenthInv                4.07291   0.00000   1.67662   2.39629   4.07291
Lzoopl                  6.24719   0.33333   3.02183   3.55870   6.58052
Szoopl                  8.08396   0.20000   2.29643   5.98753   8.28396
Phyto                  20.40094   0.00000   3.70000  16.70094  20.40094
