Species                Kbu       Ktd      Kdir    Kindir         K
Ortho              0.29167   1.59087   1.31230   0.57024   1.88254
Lutja              0.00000   4.17346   1.62063   2.55282   4.17346
Arius              0.00000   4.22094   1.85397   2.36698   4.22094
EuciSto            0.94861   1.15906   1.58016   0.52751   2.10767
Callin             0.00000   3.60560   1.53333   2.07227   3.60560
Baird              0.49167   3.00390   2.27063   1.22493   3.49557
Lagod              0.55312   1.71587   1.63730   0.63170   2.26900
Penae              0.38646   0.27579   0.56111   0.10114   0.66225
PolyChae           1.11854   0.27579   1.03730   0.35703   1.39434
MeioBeth           3.83694   0.35714   2.52738   1.66671   4.19409
Mollu              1.33833   0.77579   1.69563   0.41849   2.11413
Zoopl              3.72347   0.62500   2.05119   2.29728   4.34847
Mugil              1.13833   0.12500   0.88452   0.37881   1.26333
Phyto              3.14118   0.00000   0.83333   2.30785   3.14118
Benthprod          9.85882   0.00000   3.60119   6.25763   9.85882
