0,12.6721,0,0,0,0.30665,0.4991,0,0.1414,0,0,10.4229,0,0.064,0,0.0039,0.0805,0.3518,0,0.0023,0,0,0,0,0,0.2537,0,2.1216,0.0016,0.0171,0,0,0,0,3.31943333333333,5.0682,0.04,0.0181,0.2486,0
0,0,0,0,0,0,0.0133,0,0,0.4434,0.0263,0.07395,0.1092,0.3646,0.0713,0.01,0,0.2732,0,0.1439,0,0,0,0,0,0,0,0,0.0456,0.6159,0,0,0,0,0.2457,0.17845,0.1741,0.03435,0,0
0,0,0,0,0,0.1399,0.3326,0,0.0043,0.2217,0.0089,0,0.1286,0,0.1783,0.009,0,0.2639,0,0.0616,0,0.0428,0,0,0.0284,0,0,0,0,0.0011,0.0056,0,0,0,0.0291,0.0272,0.0235,0.0078,0.0503,0
0,3.23605,0.50345,8.3597,11.566075,1.74635,2.5336,0,0.218675,1.21945,0.004,0.0015,0.198666666666667,0,0.09325,0.0129,0.06175,1.71505,0,0.2743,0,0.00655,0.0182,0,0.28125,0,0,0,0.0612,0,0,0,0,0,1.579,4.20426666666667,0.1181,0,0.44885,0
0,0,0.58135,0,7.2634,1.252875,0.9382,0,0.446675,0.0739,0.0053,0,0.095625,0,0.0251,0,0.0049,1.16525,0,0.1315,0,0.03255,0,0,0.03365,0,0,0,0,0.0011,0.0054,0,0,0,0.4941,1.52665,0,0.0037,0.15865,0
0,0,0,0,0,0,0.0388,0,0.1737,0.1478,0.0065,0,0.0419333333333333,0,0.02535,0.0016,0,0.0507,0,0.0768,0,0,0,0,0,0,0,0,0.0171,0.16055,0,0.0093,0,0,0,0,0.0696,0.0176,0.0536,0
0,0,0,0,0,0.0017,0,0,0.0704,0.0739,0.0089,0.1039,0.0206,0,0.0243,0.0095,0,0,0,0.1817,0,0,0,0,0,0,0,0,0.0304,0,0,0.0114,0,0,0,0,0.1898,0.0078,0,0
0,0,2.1816,0,0.7121,0.7304,0.0333,0,0.2041,0.8129,0.0118,0,0.2205,0,0,0,0,0.4398,0,0.0411,0,0.0412,0,0,0,0,0,0,0,0.0017,0.0052,0,0,0,0,4.3597,0,0,0.06,0
0,0,0,0,0,0,0.0044,0,0,0,0.00835,0,0.0378,0,0.0631,0,0,0.06345,0,0,0,0.0023,0,0,0.014,0,0,0,0.0112,0.00885,0,0,0,0,0,0,0.1271,0.0075,0,0
0,0,0,0,0,0.06465,0.1442,0,0,0,0,0,0.0095,0,0.0119,0,0,0.0791,0,0.0206,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0.0032,0.0085,0,0.1197,0
