0,0,0,0,0.0235,0.1739,0.009,0,0,0.0291,0.0078,0,0.0272,0.0616,0,0.0107,0,0.0284,0,0,0.0428,0.2639,0.0043,0,0.2217,0.1838,0.0899,0,0,0,0.0089,0.0011,0,0.0056,0
0,0,0,0,0.0044,0,0,0,0,0.0148,0.0067,0,0,0,0,0,0,0.014,0,0,0.0023,0.0652,0,0,0,0.0423,0,0,0,0,0.0022,0.0166,0,0,0
0,0,0,0,0.1465,0,0,0,0.1928,0.0073,0.0497,0,0,0,0,0,0,0,0,0.2518,0.009,0,0,0,0,0.164,0,0,0,0.0178,0.0088,0.025,0.004,0,0
0,0,0.1755,0,0.4335,0.0017,0.0095,0,1.9279,0.0124,0,0.1397,0,0.2735,0,0,0,0,0,0.1134,0,0.1119,0,0,0,0.0423,0,0,0,0,0.0061,0.2011,0.005,0,0
0,0,0,0,0.1898,0.0017,0.0025,0,0,0.0035,0.0078,0,0,0.1817,0,0,0,0,0,0.1652,0,0,0.0704,0,0.0739,0.0146,0,0,0,0,0.0074,0.026,0.0114,0,0
0,0,0,0,0.0071,0,0.0015,0,0,0.0108,0.0083,0,0,0.0422,0,0.0536,0,0,0,0,0,0.0397,0.1737,0,0.1478,0.0828,0,0,0,0,0.0065,0.0014,0.0107,0,0
0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.0028,0.0025,0,0
0.1139,0.4235,1.1936,0.3527,0.0311,3.0615,0.0129,23.9633,0.7712,0.0098,0,0.2965,8.0887,0.2651,0.3171,0.0607,3.0261,0.2511,0,0,0.0032,0.0079,0.0087,1.4242,1.3303,0.0015,0.896,39.3817,0.0825,4.8797,0.0044,0,0,0,0
0,0,0.2457,0,0.0133,0,0.01,0,0,0.0308,0.0637,0,0.2723,0.0846,0,0,0,0,0,0.0659,0.005,0.2732,0,0,0.4434,0.082,0,0,0,0,0.0263,0.6159,0,0,0
0,0,0.2809,0,0.0144,0,0.0037,0,0.1928,0.0023,0.0026,0,0,0,0,0.0357,0,0,0,0.4629,0.0023,0.0793,0,0,0,0.017,0,0,0,0.0178,0.0071,0.0817,0.0079,0,0
0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0214,0,0,0,0,0.0119,0.0508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379,0,0,0,0,0,0.0232,0,0,0
0,0.0471,0.6319,0,0.0235,0.6212,0.0262,0,0,0.0018,0.0171,0.1061,0,0.1481,0,0.0357,0,0,0,0,0.1175,0.3155,0,0,0,0.0276,0,0,0.0099,0,0.0267,0.1177,0,0,0
