0.0599,0,0.0088,0.0353,0.0111,0.0017,0.001,0,0,0.0064,0.0026,0,0,0.0205,0,0.0036,0,0.0071,0,0.0242,0.1059,0.0088,0,0,0.739,0.0184,0.1199,0,0,0,0.003,0,0,0,0
0,0.0509,2.1064,12.1129,0.0554,0,0,0,0.0385,0.0214,0,0.0091,0.2723,0,1.5856,0,0,0,0,0,0.0011,0.0132,0,0,0,0,0.0839,0.1971,0.099,0.1776,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0.0021,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0
0.893,0.0555,2.8437,0,0.0071,1.4786,0,13.6933,0.7712,0.0046,0,0.0676,0.2723,0.0317,0,0.0322,0,0.3114,0,0,0.0014,0.0256,0.1364,3.3469,0.0739,0.2738,0.0839,1.9691,0.041,0,0.0036,0,0,0.0026,0.0292
0,0,0,0,0.0139,0,0.0025,0,0,0,0,0,0,0,0,0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2278,0,0,0,0.0122,0.0382,0,27.3866,0,0.0016,0,0,0,1.0561,0.3171,0,27.2348,0,0,0,0.0363,0,0,7.0498,0.4434,0.0285,0,78.851,0,0,0.0038,0,0,0.0026,0
0,0,0,0,0.0108,0,0,0,0,0.0256,0.0295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0232,0,0,0
0,0,0,0,0.0011,0,0.0017,0,0,0.001,0.0269,0,0.0027,0.1114,0,0,0,0,0,0,0.0023,0.0088,0,0,0,0.0037,0,0,0,0,0,0.0011,0.0079,0,0
0,0,0,0,0.0133,0,0,0,0,0.0419,0.0057,0,0,0.2057,0,0,0,0.0161,0,0.0506,0,0,0,0,0,0.0501,0.1728,0,0,0,0.0108,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0076,0.0083,0,0,0,0,0,0,0,0,0,0,0.0617,0,0,0,0.0368,0,0,0,0,0.0145,0.0011,0,0,0
0.2457,0.0076,0,0,0.0333,0.6956,0,0,0,0.0073,0,0,1.3616,0.0411,0,0,0,0.0389,0,0,0.0037,0.4398,0.0486,0.7121,0.0739,0.2205,0.06,0,0.0018,0,0.0053,0.0011,0,0.0052,0
0,0,0,0,0.0085,0.087,0,0,0,0.0098,0,0,0,0.0032,0,0,0,0.014,0,0,0.0423,0.0791,0,0,0,0.0092,0.1197,0,0,0,0,0,0,0,0
0,0,0,0,0.0071,0,0,0,0,0.0081,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0
0,0,0,0,0.0049,0,0,0,0,0.0108,0,0,0,0.0976,0,0.0713,0,0,0,0,0,0.0211,0,0,0,0,0,0,0,0,0.001,0,0,0,0
0.917,1.6263,0,0,0.9282,0.6088,0,0,0,0.0073,0,0,3.8148,0.8668,0,0,0,0.0284,0,0,0.0131,1.4512,0.1042,7.2634,0,0.0775,0.018,0,0.008,0,0,0,0,0.0054,0
0,0,0,0,0,0,0,0,0,0.0305,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1414,5.2512,2.9637,0.04,0.4958,0.0039,0,0.7712,0.0016,0.0477,0,5.0682,0.0023,0.2537,0,0,0,0,0,0.0037,0.3518,0,0,0,0,0.2486,1.969,0.0805,2.1216,0.0089,0.0171,0,0.0024,0
0,0,0,0,0.0165,0,0,0,0,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
