0,0.1462,0,0.2057,0,0,0,0,0,0,0,0,0,0.0419,0,0.1595,0,0.0161,0,0,0.1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0.05035,0,0,0.00825,0,0,0
0,0,0,0,0.026,0,0,0,0,0,0,0,0,0.0035,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146,0,0,0.0257,0,0.0025,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363,0,0,0
0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0,0.0089,0,0,0,0,0,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0.0064,0.0242,0,0,0.01755,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2247,0.1184,0.064,0,0,0,12.616,0,0.2022,0,9.9715,0,1.0899,0,0,0.0264,1.9707,0,0,0,0.0839,0.0379,0.1762,0,0.0091,0.0509,0,0,0.0181,0,0,0,0,0,0.5124,0,43.1994,5.3474,0,1.5856,0,0
0.19255,0.3038,0.3646,0.161825,0.4085,0,1.9279,0,0,0.4434,0,0,0.2723,0.0216,0.0846,0.0511,0,0,0,0,0,0.0988,0,0,0.1397,0,0,0,0.005,0,0,0,0,0,0.1965,0.1091,0,0.2106,0.0320333333333333,0,0.00816666666666667,0
0.0079,0,0,0,0,0,0.56195,0,0.0032,0,0,0,0,0,1.3107,0,59.1304,0,27.1121,0.0087,0,0,0,0,0,0,0,2.2075,0,0,0,0,0,0,0.0311,0,11.1771,0.9302,0,0.1738,0,0
0.0617,0.1321,0,0.1114,0.3197,0,0,0,0,0,0,0,0,0.0322,0,0.005,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0.0269,0,0.0048,0
0.0791,0.0085,0,0.0149,0,0,0,0,0.0423,0,0,0,0,0.0098,0.0032,0.0119,0,0.014,0,0,0.1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1156,0,0,0,0,0,0,0
0,0,0,0,0,0,0.7712,0,0,0,0,7.1025,0,0,0,0,1.969,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0.0024,0,0,0,0,0,0,0,0,0,0
