3.8114,0.4047,0,15.4225,0.0628,13.6723,44.2736,0,1.217,2.0465,0.0543,0,0.0441,0.0154,0.1655,0.3398,1.9215,0.0322,3.3136,19.1226,0.0188,10.4229,0.1072,0.3269,4.2493,27.7097,0.0106,0.4534,4.3593,0.128,241.7195,0,0.5757,0,0.0767,12.0093,37.6566,4.1046,0.0073,4.0591,0,4.1654,0,0,0,0
0,0,0,0,0.0497,7.1922,4.8797,0,0,0,0,0,0,0,0,0,1.4781,0,0,0,0,0,0,0,0,0,0,0,0,0,1328.5811,0,0,0,0,0,65.0432,0,0,0.3171,0,0.6293,0,0,0,0
0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.0476,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0,0.0083,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0108,0,0,0,0,0,0.0232,0,0,0,0,0,0,0,0,0.0256,0,0,0,0,0,0,0,0,0,0,0.0295,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.1379,0,0,0.0214,0,0,0,0,0,0.0232,0,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508,0,0,0,0,0
0,0,0,0,0,0,0,0.004,0,0,0.009,0.164,0,0.0088,0.1465,0,0,0,0,0,0.025,0.0178,0.0452,0,0,0.1928,0,0,0,0.1407,0,0,0,0.2518,0,0,0,0,0.0073,0,0.0497,0,0,0,0,0
3.5482,0.0825,0,8.0887,0.0046,1.4242,3.1756,0,0.896,0.4417,0,0.0015,0.1178,0.0044,0.1012,0.2511,1.3303,0.0607,3.0615,1.4528,0,0,0.1271,0.2651,2.4523,5.7009,0,0.0869,1.6196,0,42.4078,0,0.3253,0,0.2965,1.1936,0,1.9348,0.0098,0,0,0.1139,0,0,0,0
0.0133,0,0,0,0,0,0,0,0.1728,0,0,0.0501,0,0.0108,0.1462,0.0161,0,0,0,0,0,0,0.1595,0.2057,0,0,0,0,0,0,0,0,0,0.0506,0,0,0,0,0.0419,0,0.0057,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0
0.0554,0,0,0.2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1776,0,0,0,0.0385,0,0,0,0.1279,1.0617,0,0,0,0,0,0,0.0132,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3326,0,0,0.0272,0.0428,0,0,0,0.0899,0,0,0,0,0.0089,0.0235,0.0284,0.2217,0.0107,0.1739,0.0291,0.0011,0,0.1783,0.0616,0,0,0.0056,0.0043,0.1059,0,0,0,0.1928,0,0,0,0,0.2639,0.0734,0,0.0078,0,0,0,0,0
0.0699,0,0.0292,0.5446,0.0085,8.6876,0,0,0.0839,4.2767,0,0,0,0,0,0,0.0739,0,0,0.8284,0,0,0,0,0.0317,0,0.0026,0,1.3201,0,0,0,0,0,0,0,41.0799,0,0,0,0,0,0,0,0,0
0.0122,0,0,0,0,7.0498,0,0,0,0.0363,0,0,0.0016,0.0038,0,0,0.4434,0,0.0382,0.0581,0,0,0,0,1.0561,0,0.0026,0,0.529,0,338.5608,64.5,0.0285,0,0,0,27.3866,0,0,0.3171,0,0.2278,0,0,0,0
0,0,0,0,0,1.9939,1.1005,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.6249,64.5,0,0,0,0,34.2333,0,0,0.9513,0,0,0,0,0,0
0,0,0,0.2723,0,3.3469,0,0,0,0.0555,0.0014,0,0,0,0,0,0,0,0,2.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5431,2.8437,17.1166,0.0256,0,0,0,0,0,0,0,0
