0,0,0,0,0,0,0,0.0114,0,0,0,0.0426,0.0304,0.0089,0.1898,0,0.0739,0,0.0017,0,0,0,0.0243,0.1817,0,0,0,0.0704,0,0,0,0,0.0095,0.1652,0,0,0,0,0.0206,0,0.0078,0,0,0,0,0
0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5789,0.0099,0,0,0,0,0,0,0,0.0471,0,0.0501,0.0167,0.0267,0.0235,0,0,0.0357,0.6212,1.6859,0.1177,0,0.0199,0.1481,0,0,0,0,0.1175,0.1279,0,0,0.0538,0,0.1061,0.6319,0,0.3155,0.0018,0,0.0171,0,0,0,0,0
0.0011,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0.0088,0.001,0,0,0,0,0,0,0
0.9482,0.0018,0,1.3616,0.052,0,0,0,0.2993,0.0076,0.0037,0,0,0.0053,0,0.0389,0.0739,0,0.6956,0,0.0011,0,0.0251,0.1315,0.0634,0,0,0.0486,0.4975,0,0,0,0.2904,0,0,0,0,0.8793,0.0073,0,0,0.2457,0,0,0,0
0.5745,0,0,0,0,0,0,0.005,0,0,0.0037,0.1751,0.152,0.0061,0.4335,0,0,0,0.0017,0,0.2011,7.1025,0.0309,0.2735,0,2.6991,0.0024,0,0,0,1.969,0,0.0518,0.1134,0.1397,0.1755,0,0.1119,0.0124,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0049,0,0,0.0713,0,0,0,0,0.0108,0.0976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211,0.0152,0,0,0,0,0,0,0
0.0044,0,0,0,0.0046,0,0,0.0095,0,0,0,0.0187,0.0148,0.0022,0.1375,0.014,0,0,0,0,0.0519,0,0.0873,0,0,0,0,0,0,0,0,0,0.0478,0,0,0,0,0.0652,0.0407,0,0.0067,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128,0,0,0,0,0,0,0,0,0,0,0.0295,0,0,0,0,0
0,0,0,0,0,0,0,0.0079,0,0,0,0.017,0,0,0,0,0,0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0146,0,0.0074,0,0,0,0,0,0,0.026,0,0.0055,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.0035,0,0.044,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,0,0,0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1442,0,0,0,0,0,0,0,0.1197,0,0,0,0,0,0.0085,0.014,0,0,0.087,0,0,0,0.0119,0.0206,0.0032,0,0,0,0.0423,0,0,0,0.0092,0,0,0,0,0.0791,0.0098,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0.0115,0,0,0,0,0,0,0
0.0665,0,0,0,0,0,0,0.0107,0,0,0,0,0.019,0.0065,0.0071,0,0.1478,0.0536,0,0,0.0014,0,0.0457,0.0422,0,0,0,0.1737,0,0,0,0,0.0843,0,0,0,0,0.0397,0.0108,0,0.0083,0,0,0,0,0
0.0665,0,0,0,0,0,0,0.0195,0,0,0,0.6532,0.0128,0.0111,0.353,0,0,0,0,0,0.0817,0.0178,0.0689,0,0,0.1928,0,0,0,0.1279,0,0,0.0037,0.4629,0,0.2809,0,0.0793,0.0284,0,0.0378,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089,0.1789,0,0,0,0,0,0,0,0,0,0,1.9279,0,0,0,0.1279,0,0,0,0,0,0,0,0,0,0,0.0477,0,0,0,0,0
0.0144,0,0,0,0.0023,0,0,0,0,0,0,0.0334,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118,0,0.0073,0,0,0,0,0
0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0.0119,0,0,0,0.0179,0.0017,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0.0242,0,0,0,0.0088,0.0111,0,0.0078,0,0,0,0,0
0.4435,0,0,0,0,0,0.0353,0,0.1199,0,0,0.0234,0.0076,0.003,0.0235,0.0071,0.739,0.0036,0.6958,0.0291,0,0,0.0356,0.0205,0,0,0,0,0.1059,0.0064,0,0,0.0194,0,0,0.0088,0,0.4398,0.0098,0,0.0026,0.0599,0,0,0,0
0.0133,0,0,0.2723,0,0,0,0,0,0,0.005,0.082,0.0456,0.0263,0.1741,0,0.4434,0,0,0,0.6159,0,0.0713,0.1439,0.0846,0,0,0,0,0.3646,0,0,0.1976,0.0659,0,0.2457,0,0.2732,0.0308,0,0.0637,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0.0145,0,0,0,0,0,0,0.0011,0,0.0389,0,0,0,0,0,0,0,0,0,0.0368,0,0,0,0,0.0617,0.049,0,0.0083,0,0,0,0,0
0.0111,0,0,0,0,0,0,0.0079,0,0,0,0,0.0152,0,0.1321,0,0,0,0,0,0.3197,0,0.005,0.1114,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0.0617,0.0322,0,0.0269,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0.0363,0,0,0,0,0
