Species                Kbu       Ktd      Kdir    Kindir         K
Zoopl              4.63477   0.50000   2.08333   3.05143   5.13477
PelaFish           3.29297   0.87500   3.12500   1.04297   4.16797
DemFish            1.58984   1.96875   2.45833   1.10026   3.55859
CrabShri           1.88574   1.37500   2.20833   1.05241   3.26074
PelaPred           0.75781   0.68750   1.04167   0.40365   1.44531
Benth              1.60938   0.33333   0.91667   1.02604   1.94271
Mack               0.40625   2.39583   1.45833   1.34375   2.80208
Tuna               0.40625   0.31250   0.54167   0.17708   0.71875
BillFish           0.12500   3.22917   1.62500   1.72917   3.35417
Sha                0.00000   9.57292   3.33333   6.23958   9.57292
Dolph              0.00000   2.42708   1.00000   1.42708   2.42708
DemPred            0.72656   1.33594   1.12500   0.93750   2.06250
Phyto              7.78125   0.00000   1.50000   6.28125   7.78125
BenthProd          4.21875   0.00000   1.58333   2.63542   4.21875
