Species                Kbu       Ktd      Kdir    Kindir         K
SealLion           1.00000   8.80351   3.60516   6.19835   9.80351
TranOrc            0.00000   9.80351   1.00000   8.80351   9.80351
LingCod            0.25385   7.18590   2.72395   4.71580   7.43975
Dolph              0.00000   7.94767   2.11944   5.82823   7.94767
DogFish            0.09645   3.21277   1.72097   1.58825   3.30922
Ahake              0.72745   0.95575   1.10567   0.57753   1.68320
DemFish            1.49731   1.65704   2.25408   0.90026   3.15434
Jhake              1.23268   0.43678   1.02233   0.64712   1.66946
ARChin             0.25385   1.99699   1.30728   0.94355   2.25083
Aherr              1.09758   1.66399   1.92233   0.83923   2.76156
ARCoho             0.44997   1.79173   1.33226   0.90945   2.24170
JRCoho             0.86953   0.77273   1.07392   0.56834   1.64226
JRChin             0.77308   0.77273   0.99700   0.54881   1.54581
Hal                0.00000   0.79151   0.37500   0.41651   0.79151
Bird               0.00000   1.63670   0.93313   0.70356   1.63670
Jelly              0.00000   0.82061   0.53750   0.28311   0.82061
Spela              2.88460   0.35747   1.84809   1.39397   3.24207
Jherr              2.42726   0.73656   2.03347   1.13034   3.16381
Eula               2.34277   0.27500   1.61956   0.99822   2.61777
PredInv            1.30213   0.44965   1.03291   0.71887   1.75178
ShellFish          4.05228   0.69531   2.07755   2.67003   4.74759
GrazInv            4.06367   0.86719   2.54319   2.38766   4.93085
CarnZoopl          5.92363   0.19531   2.83152   3.28742   6.11895
HerbZoopl         10.83098   0.12500   3.37256   7.58342  10.95598
Grass              3.37198   0.00000   0.66667   2.70531   3.37198
Phyto             20.62802   0.00000   2.94444  17.68357  20.62802
