dl
n=20
format=fullmatrix
labels:	Lion	Psperch	HorMack	CarFish	ChHakeA	Bcong	ChHakeJ	RatFish	Skate	BigEye	Eupha	Copep	PilJ	PilA	AnchJ	AnchA	CPrownJ	CPrownA	Yprown	Phyto
data:
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.073	0	0	0	0.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.114	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.111	0.345	0	0	4.695	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3.608	192.489	1.755	1.201	0	7.914	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	772.583	0	1.386	1.673	0.936	1.255	0	0	0	0
0.029	0	0	0	0.764	0	5.223	0	0	0	0	0	0	0	0	0	0	0	0	0
0.047	0	0	0	2.184	0	5.343	0	0	0	0	0	0	0	0	0	0	0	0	0
0.016	0	0	0	0.852	0	8.638	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	0	0	0	2.402	0	3.214	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2.402	0.003	1.205	0.035	0.003	0.013	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.068	0.442	0.108	0.324	0.266	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.459	0.001	0	0	0.035	0.015	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	416.006	7386.155	67.914	81.967	45.864	61.505	0	0	0	0
