0.010310	0.023616	0.031658	0.008758	0.013737	0.015031	0.021230	0.043064	0.016482	0.051404	0.058360	0.061043
0.021746	0.017535	0.009378	0.004076	0.024254	0.006518	0.065456	0.026133	0.026987	0.017324	0.043817	0.088100
0.007430	0.015891	0.021187	0.028776	0.013776	0.060405	0.014742	0.022814	0.083702	0.019294	0.039160	0.045709
0.005889	0.010593	0.003180	0.028188	0.011775	0.032906	0.040843	0.014241	0.053596	0.007708	0.013857	0.079343
0.004828	0.011639	0.006863	0.010870	0.020637	0.004785	0.009306	0.035944	0.016557	0.062369	0.065147	0.066447
0.011224	0.018010	0.009651	0.016650	0.020167	0.020421	0.005131	0.029652	0.037305	0.026689	0.030934	0.078649
0.012285	0.054418	0.004516	0.025651	0.009323	0.011326	0.032534	0.006209	0.049486	0.050605	0.028577	0.045897
0.013301	0.025302	0.006466	0.028560	0.020155	0.013395	0.015237	0.020226	0.016967	0.045715	0.032823	0.150920
0.001371	0.014419	0.009130	0.033930	0.005876	0.020981	0.010561	0.022854	0.009530	0.076211	0.056512	0.070584
0.016142	0.011908	0.014816	0.006307	0.102219	0.033685	0.046305	0.051211	0.033455	0.033410	0.052378	0.146191
0.012653	0.011612	0.007142	0.007862	0.030288	0.026813	0.010321	0.012157	0.046125	0.017585	0.029138	0.105666
0.004003	0.009630	0.022648	0.039103	0.009260	0.017533	0.036216	0.007910	0.038126	0.029444	0.069880	0.168676
0.005589	0.006177	0.013838	0.014623	0.023896	0.030670	0.004076	0.044185	0.009310	0.053347	0.031395	0.051155
0.009207	0.006210	0.009658	0.044058	0.039762	0.038472	0.027900	0.014349	0.029036	0.030393	0.121388	0.053634
0.005282	0.008843	0.028928	0.009272	0.012884	0.009312	0.037218	0.011649	0.053833	0.018809	0.028500	0.072944
0.010450	0.005754	0.060702	0.009009	0.001407	0.010765	0.039839	0.025807	0.022851	0.016090	0.042789	0.068023
0.008594	0.029409	0.016177	0.012495	0.015798	0.032684	0.029198	0.015623	0.009395	0.064674	0.036432	0.081112
0.016164	0.010335	0.015760	0.009590	0.035535	0.025267	0.028604	0.019179	0.023861	0.018888	0.031323	0.080586
0.005812	0.004397	0.014883	0.011796	0.005977	0.011090	0.012433	0.026859	0.012620	0.019802	0.063327	0.066357
0.018189	0.014456	0.011930	0.037516	0.074426	0.050815	0.024503	0.029487	0.008739	0.023934	0.086744	0.105240
0.005229	0.005226	0.007724	0.018237	0.015929	0.011803	0.013184	0.004716	0.097744	0.047319	0.014358	0.053996
0.009094	0.016884	0.003591	0.038877	0.002872	0.027894	0.029506	0.021414	0.018588	0.009937	0.014445	0.062016
0.008251	0.022598	0.010011	0.013293	0.007539	0.026408	0.019859	0.012725	0.010702	0.031732	0.032221	0.098997
0.007812	0.018927	0.020492	0.003328	0.012107	0.018370	0.032447	0.010645	0.015573	0.106696	0.048103	0.056914
0.009489	0.016426	0.007545	0.016494	0.005352	0.013731	0.010380	0.024763	0.066300	0.009727	0.025223	0.045189
0.020906	0.014967	0.018873	0.010517	0.038681	0.018248	0.024458	0.015557	0.008187	0.122764	0.088472	0.130264
0.066026	0.032071	0.022482	0.013894	0.014774	0.023788	0.034979	0.054199	0.040072	0.020349	0.037525	0.084951
0.023494	0.027288	0.015789	0.007935	0.031445	0.007845	0.088025	0.071603	0.021387	0.100838	0.023448	0.009078
0.006118	0.023108	0.015132	0.002974	0.017357	0.017678	0.031286	0.028439	0.029165	0.022399	0.041228	0.071216
0.015495	0.006928	0.016651	0.008856	0.008354	0.017273	0.006306	0.016845	0.034772	0.092171	0.019370	0.047387
0.005341	0.008387	0.013044	0.014187	0.036812	0.013246	0.025942	0.016157	0.079356	0.026652	0.027560	0.054438
0.011193	0.009631	0.039330	0.011134	0.027403	0.014242	0.026289	0.053002	0.084159	0.024646	0.090231	0.077571
0.008643	0.006888	0.009507	0.003907	0.008937	0.010508	0.014900	0.032804	0.024930	0.028591	0.072823	0.100762
0.010382	0.007921	0.020040	0.011511	0.053915	0.075225	0.035744	0.036661	0.032969	0.026855	0.062782	0.061049
0.020348	0.012629	0.025883	0.015192	0.005123	0.013386	0.015967	0.020848	0.031625	0.038542	0.073348	0.039208
0.008654	0.004483	0.001654	0.033628	0.008911	0.009595	0.014429	0.014088	0.018909	0.031973	0.032824	0.019410
0.012698	0.025828	0.045042	0.015207	0.038045	0.022910	0.026716	0.038206	0.015876	0.034353	0.069359	0.136218
0.011883	0.037660	0.024226	0.024601	0.011764	0.017485	0.062673	0.007936	0.031389	0.046160	0.020132	0.065505
0.023552	0.013330	0.020098	0.019508	0.005169	0.032288	0.009390	0.070261	0.061120	0.046348	0.029868	0.067818
0.014184	0.038164	0.031354	0.024325	0.037981	0.016069	0.029591	0.088597	0.041913	0.035316	0.019921	0.025528
0.022155	0.016700	0.014890	0.010880	0.017830	0.016327	0.041583	0.056343	0.073498	0.030080	0.081455	0.048060
0.002621	0.009766	0.017595	0.023220	0.014597	0.035061	0.010796	0.029721	0.031354	0.052535	0.010606	0.046682
0.012725	0.013547	0.004782	0.006536	0.017119	0.033932	0.023550	0.038141	0.029154	0.020204	0.051325	0.049161
0.003276	0.013333	0.009552	0.017276	0.014578	0.016100	0.040941	0.063528	0.032872	0.085554	0.060586	0.057413
0.017290	0.050747	0.011050	0.064413	0.036681	0.042443	0.026828	0.050545	0.049308	0.062826	0.256798	0.050832
0.008912	0.009554	0.017691	0.015764	0.034384	0.017078	0.019057	0.033496	0.035681	0.062769	0.047102	0.088605
0.018389	0.011863	0.019102	0.023295	0.023973	0.028221	0.006448	0.007875	0.017753	0.042707	0.088470	0.065226
0.019231	0.015663	0.017325	0.026045	0.038462	0.031190	0.021388	0.017056	0.036760	0.016103	0.120083	0.088413
0.012388	0.021348	0.012262	0.006146	0.020965	0.016281	0.016246	0.027988	0.033441	0.020614	0.093891	0.072859
0.011696	0.054082	0.023983	0.023537	0.022549	0.011440	0.039546	0.032438	0.021501	0.040135	0.026802	0.049665
0.008516	0.010174	0.024533	0.044205	0.011581	0.061286	0.031098	0.050490	0.027951	0.029514	0.019522	0.041611
0.017723	0.005932	0.023593	0.056662	0.062250	0.035258	0.048616	0.018229	0.027460	0.054282	0.063493	0.066174
0.011526	0.011774	0.016008	0.033571	0.021425	0.021430	0.031853	0.040737	0.017853	0.029771	0.035187	0.065914
0.007554	0.004884	0.002989	0.065113	0.025194	0.007154	0.009371	0.050031	0.036323	0.021194	0.044299	0.058393
0.011151	0.008644	0.020430	0.037026	0.022097	0.068254	0.021720	0.036631	0.015289	0.049573	0.010508	0.210887
0.010320	0.014672	0.004232	0.022246	0.004197	0.015773	0.031631	0.021678	0.029763	0.081950	0.025255	0.029813
0.013634	0.018258	0.009632	0.015286	0.046478	0.023726	0.011779	0.008864	0.046760	0.013756	0.040430	0.025343
0.011906	0.032317	0.006412	0.020469	0.004333	0.008033	0.024764	0.035238	0.039634	0.044340	0.006670	0.067789
0.010183	0.022808	0.009464	0.020834	0.007506	0.050525	0.013812	0.011510	0.022163	0.031335	0.086382	0.038391
0.042441	0.034412	0.033843	0.009645	0.009345	0.025856	0.020625	0.007415	0.024812	0.051149	0.083470	0.051394
0.016093	0.013857	0.017613	0.045889	0.009578	0.011216	0.035102	0.047345	0.030443	0.063437	0.039105	0.020925
0.015707	0.011729	0.036469	0.022191	0.008932	0.008579	0.029671	0.006556	0.030525	0.021229	0.020755	0.087021
0.019087	0.022657	0.019343	0.053175	0.023324	0.044769	0.027221	0.045067	0.024588	0.023559	0.018679	0.076422
0.011082	0.006725	0.007227	0.029600	0.007142	0.019527	0.012986	0.044432	0.009759	0.064059	0.025203	0.094512
0.014957	0.016840	0.006930	0.034983	0.027627	0.025905	0.025320	0.020296	0.064236	0.102865	0.029548	0.037757
0.013585	0.007479	0.011880	0.008388	0.017083	0.014112	0.012384	0.022065	0.068457	0.018750	0.014729	0.065422
0.006995	0.029602	0.030329	0.047255	0.004877	0.013173	0.022374	0.153376	0.031404	0.046599	0.109264	0.029693
0.015944	0.011977	0.015023	0.033294	0.003252	0.026544	0.065703	0.042129	0.028997	0.026559	0.135492	0.060114
0.005047	0.013328	0.012897	0.042313	0.017413	0.016319	0.009967	0.018442	0.049139	0.060343	0.063115	0.048914
0.010732	0.016151	0.006577	0.014189	0.028905	0.009736	0.027059	0.004376	0.035787	0.068834	0.036102	0.072876
0.013023	0.008830	0.012574	0.037524	0.007423	0.017577	0.018202	0.003281	0.041703	0.027958	0.036899	0.074642
0.006862	0.009339	0.022682	0.002588	0.023437	0.048059	0.020244	0.015081	0.043297	0.021587	0.013002	0.114078
0.016701	0.020209	0.009712	0.030825	0.004158	0.035150	0.037203	0.017621	0.036819	0.118847	0.039909	0.043863
0.010101	0.012881	0.027680	0.022570	0.024670	0.020925	0.058874	0.025179	0.016719	0.147067	0.050954	0.102257
0.006374	0.015656	0.010454	0.045118	0.026512	0.009341	0.048943	0.010679	0.026059	0.032477	0.033745	0.100156
0.006132	0.005732	0.003913	0.034836	0.025090	0.018367	0.027351	0.008062	0.045251	0.019633	0.021285	0.063186
0.019900	0.008797	0.018720	0.012596	0.016631	0.024591	0.029190	0.023111	0.009902	0.051528	0.035631	0.041665
