Species                   Kbu       Ktd      Kdir    Kindir         K
PisF                  0.33333   4.30556   2.33333   2.30556   4.63889
Bird                  0.00000   8.22222   2.00000   6.22222   8.22222
PlaF                  0.66667   1.33333   1.41667   0.58333   2.00000
BentF                 0.66667   2.50000   3.08333   0.08333   3.16667
BeDepF                0.88889   0.00000   0.58333   0.30556   0.88889
MacroZP               1.16667   0.77778   1.41667   0.52778   1.94444
MesoZP                2.41667   0.33333   1.83333   0.91667   2.75000
BeSuspF               0.00000   0.77778   0.66667   0.11111   0.77778
PerMacrophyt          0.55556   0.00000   0.33333   0.22222   0.55556
AnMacrophyt           0.55556   0.00000   0.33333   0.22222   0.55556
Phyto                 5.00000   0.00000   2.00000   3.00000   5.00000
