100,4,16,22,30,19,5,6,0,0,4,2,2,1,14,19,2,1,2,0,1,1,11,0,3,0,0,0,1,0,0,0,0,0,0,0,0
4,100,27,22,5,17,57,63,15,2,55,39,55,42,44,22,67,48,46,9,49,53,25,12,44,10,1,4,49,11,0,20,0,3,0,0,0
16,27,100,50,19,47,44,40,3,0,29,15,15,17,44,40,18,9,13,1,10,11,39,1,19,2,0,1,8,2,0,2,0,0,0,0,0
22,22,50,100,25,53,32,33,2,0,28,20,12,17,44,48,14,7,13,1,10,9,52,2,17,2,0,1,7,2,0,2,0,0,0,0,0
30,5,19,25,100,30,10,10,1,0,5,10,2,5,14,32,6,3,6,0,1,2,21,2,8,1,0,0,2,1,0,2,0,0,0,0,0
19,17,47,53,30,100,27,26,1,0,22,24,9,18,35,59,15,8,14,1,7,7,38,3,19,2,0,1,6,3,0,3,0,0,0,0,0
5,57,44,32,10,27,100,74,8,1,50,34,53,31,55,33,49,27,29,4,36,40,34,4,42,6,0,3,27,8,0,9,0,1,0,0,0
6,63,40,33,10,26,74,100,8,1,52,38,48,34,61,30,58,31,33,5,34,35,31,6,43,6,1,3,27,9,0,11,0,2,0,0,0
0,15,3,2,1,1,8,8,100,29,13,13,14,14,3,2,14,29,19,15,19,17,4,28,20,52,11,25,36,25,7,47,9,25,0,0,0
0,2,0,0,0,0,1,1,29,100,3,4,2,4,0,0,3,9,5,8,3,1,1,17,7,35,41,40,11,14,26,24,55,60,2,1,0
4,55,29,28,5,22,50,52,13,3,100,56,42,75,41,30,52,45,61,13,35,41,26,18,47,11,1,3,40,15,0,27,1,3,0,0,0
2,39,15,20,10,24,34,38,13,4,56,100,28,72,22,30,58,32,53,9,21,23,36,30,64,14,1,3,32,20,1,28,1,6,0,0,0
2,55,15,12,2,9,53,48,14,2,42,28,100,35,31,13,54,41,34,9,67,69,16,6,35,6,1,4,36,8,0,16,0,2,0,0,0
1,42,17,17,5,18,31,34,14,4,75,72,35,100,20,24,62,45,70,14,30,35,29,30,57,15,1,4,42,20,1,34,1,6,0,0,0
14,44,44,44,14,35,55,61,3,0,41,22,31,20,100,47,39,16,18,2,19,20,36,2,31,3,0,1,13,4,0,4,0,0,0,0,0
19,22,40,48,32,59,33,30,2,0,30,30,13,24,47,100,24,12,22,2,8,9,34,4,27,2,0,1,9,5,0,5,0,1,0,0,0
2,67,18,14,6,15,49,58,14,3,52,58,54,62,39,24,100,51,51,10,41,48,24,22,57,14,1,5,43,19,1,25,1,6,0,0,0
1,48,9,7,3,8,27,31,29,9,45,32,41,45,16,12,51,100,59,25,49,44,11,22,36,25,3,9,75,22,2,45,2,8,0,0,0
2,46,13,13,6,14,29,33,19,5,61,53,34,70,18,22,51,59,100,20,35,39,22,24,43,16,2,5,55,22,1,43,1,6,0,0,0
0,9,1,1,0,1,4,5,15,8,13,9,9,14,2,2,10,25,20,100,13,11,2,8,10,20,14,8,26,58,9,22,21,22,4,1,0
1,49,10,10,1,7,36,34,19,3,35,21,67,30,19,8,41,49,35,13,100,77,13,7,27,8,2,5,46,10,1,18,1,4,0,0,0
1,53,11,9,2,7,40,35,17,1,41,23,69,35,20,9,48,44,39,11,77,100,13,6,28,5,1,3,42,7,0,19,0,1,0,0,0
11,25,39,52,21,38,34,31,4,1,26,36,16,29,36,34,24,11,22,2,13,13,100,11,30,5,0,1,11,6,0,7,0,2,0,0,0
0,12,1,2,2,3,4,6,28,17,18,30,6,30,2,4,22,22,24,8,7,6,11,100,44,49,4,9,29,38,3,72,6,22,0,0,0
3,44,19,17,8,19,42,43,20,7,47,64,35,57,31,27,57,36,43,10,27,28,30,44,100,22,2,6,38,29,1,34,2,8,0,0,0
0,10,2,2,1,2,6,6,52,35,11,14,6,15,3,2,14,25,16,20,8,5,5,49,22,100,12,22,31,42,7,60,15,42,1,0,0
0,1,0,0,0,0,0,1,11,41,1,1,1,1,0,0,1,3,2,14,2,1,0,4,2,12,100,58,4,9,58,6,52,23,14,5,0
0,4,1,1,0,1,3,3,25,40,3,3,4,4,1,1,5,9,5,8,5,3,1,9,6,22,58,100,11,10,38,15,37,23,2,1,0
1,49,8,7,2,6,27,27,36,11,40,32,36,42,13,9,43,75,55,26,46,42,11,29,38,31,4,11,100,28,2,46,3,10,0,0,0
0,11,2,2,1,3,8,9,25,14,15,20,8,20,4,5,19,22,22,58,10,7,6,38,29,42,9,10,28,100,5,45,14,32,2,1,0
0,0,0,0,0,0,0,0,7,26,0,1,0,1,0,0,1,2,1,9,1,0,0,3,1,7,58,38,2,5,100,4,28,16,42,17,0
0,20,2,2,2,3,9,11,47,24,27,28,16,34,4,5,25,45,43,22,18,19,7,72,34,60,6,15,46,45,4,100,8,28,0,0,0
0,0,0,0,0,0,0,0,9,55,1,1,0,1,0,0,1,2,1,21,1,0,0,6,2,15,52,37,3,14,28,8,100,35,4,1,0
0,3,0,0,0,0,1,2,25,60,3,6,2,6,0,1,6,8,6,22,4,1,2,22,8,42,23,23,10,32,16,28,35,100,2,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,14,2,0,2,42,0,4,2,100,44,9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,1,17,0,1,1,44,100,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,100
