100,5,36,55,4,1,16,4,0,0,0,0,1,1,0,0
5,100,10,5,87,12,8,4,0,0,0,0,0,0,0,0
36,10,100,64,11,2,74,27,8,7,9,0,1,1,0,0
55,5,64,100,5,1,47,19,15,14,17,0,1,1,0,0
4,87,11,5,100,17,9,5,0,0,0,0,0,0,0,0
1,12,2,1,17,100,6,6,0,0,0,0,1,1,0,0
16,8,74,47,9,6,100,45,9,9,11,0,6,4,1,0
4,4,27,19,5,6,45,100,9,9,11,0,18,17,1,0
0,0,8,15,0,0,9,9,100,95,89,1,1,4,2,0
0,0,7,14,0,0,9,9,95,100,85,2,1,5,2,0
0,0,9,17,0,0,11,11,89,85,100,1,2,5,2,0
0,0,0,0,0,0,0,0,1,2,1,100,0,0,1,2
1,0,1,1,0,1,6,18,1,1,2,0,100,40,50,0
1,0,1,1,0,1,4,17,4,5,5,0,40,100,33,0
0,0,0,0,0,0,1,1,2,2,2,1,50,33,100,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100
