100,15,0,0,33,3,2,18,5,42,36,1,5,19,0,5,26,1,0,0,12,0,0,0,0,0,0,0,0,0
15,100,0,0,13,0,0,8,0,7,5,1,3,9,0,21,13,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,100,27,0,3,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,1,1,0
0,0,27,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
33,13,0,0,100,1,1,17,1,22,20,2,8,25,1,5,64,0,0,0,11,0,0,0,0,0,0,0,0,0
3,0,3,0,1,100,6,4,9,1,1,3,0,1,0,0,1,17,0,0,1,1,1,0,0,0,0,0,0,0
2,0,0,0,1,6,100,2,7,1,2,5,0,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
18,8,0,0,17,4,2,100,2,15,20,4,3,44,1,8,11,1,0,0,6,1,1,0,0,0,0,0,0,0
5,0,0,0,1,9,7,2,100,15,27,27,2,4,18,1,8,6,17,0,15,3,10,5,13,17,1,3,16,13
42,7,0,0,22,1,1,15,15,100,62,5,11,31,8,7,55,1,7,0,48,1,20,23,2,11,0,0,2,14
36,5,0,0,20,1,2,20,27,62,100,10,7,22,15,4,32,3,15,0,41,4,15,12,7,22,1,3,6,23
1,1,1,0,2,3,5,4,27,5,10,100,3,11,56,2,3,16,53,0,6,5,18,4,11,14,1,3,13,11
5,3,0,0,8,0,0,3,2,11,7,3,100,18,3,23,15,0,3,0,14,0,12,17,1,5,0,0,1,8
19,9,0,0,25,1,1,44,4,31,22,11,18,100,19,24,33,2,19,0,22,0,62,17,1,7,0,0,1,8
0,0,0,0,1,0,2,1,18,8,15,56,3,19,100,3,5,10,97,0,7,2,33,6,4,23,0,1,6,16
5,21,0,0,5,0,0,8,1,7,4,2,23,24,3,100,10,0,3,0,4,0,15,9,0,1,0,0,0,2
26,13,0,0,64,1,0,11,8,55,32,3,15,33,5,10,100,1,4,0,45,0,15,19,1,7,0,0,1,9
1,0,9,2,0,17,1,1,6,1,3,16,0,2,10,0,1,100,10,0,2,5,4,1,8,3,2,7,13,2
0,0,0,0,0,0,0,0,17,7,15,53,3,19,97,3,4,10,100,0,7,1,34,7,4,24,0,2,6,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,4,0,0,11,1,0,6,15,48,41,6,14,22,7,4,45,2,7,0,100,2,16,30,5,26,1,2,4,37
0,0,1,0,0,1,3,1,3,1,4,5,0,0,2,0,0,5,1,0,2,100,2,2,40,10,59,53,32,6
0,0,0,0,0,1,0,1,10,20,15,18,12,62,33,15,15,4,34,0,16,2,100,24,3,17,1,2,7,17
0,0,0,0,0,0,0,0,5,23,12,4,17,17,6,9,19,1,7,0,30,2,24,100,3,26,1,1,4,32
0,0,0,0,0,0,0,0,13,2,7,11,1,1,4,0,1,8,4,0,5,40,3,3,100,13,30,42,37,9
0,0,0,0,0,0,0,0,17,11,22,14,5,7,23,1,7,3,24,0,26,10,17,26,13,100,8,10,19,71
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,59,1,1,30,8,100,63,24,3
0,0,1,1,0,0,0,0,3,0,3,3,0,0,1,0,0,7,2,0,2,53,2,1,42,10,63,100,34,5
0,0,1,0,0,0,0,0,16,2,6,13,1,1,6,0,1,13,6,0,4,32,7,4,37,19,24,34,100,11
0,0,0,0,0,0,0,0,13,14,23,11,8,8,16,2,9,2,17,0,37,6,17,32,9,71,3,5,11,100
