100,66,4,14,4,35,34,33,25,47,26,4,14,46,13,16,4,25,13,5,36,19,20,25,0,0,0,0,0,0,0
66,100,12,27,7,47,53,39,35,61,31,10,31,40,26,29,2,15,9,10,28,12,14,21,0,0,0,0,0,0,0
4,12,100,40,51,17,18,10,20,9,3,11,22,2,16,8,0,0,1,27,1,1,0,1,0,0,0,0,0,0,0
14,27,40,100,29,32,42,27,47,23,9,18,40,7,33,20,0,1,3,22,5,2,2,3,0,0,0,0,0,0,0
4,7,51,29,100,15,13,9,14,7,3,15,16,2,13,7,0,0,2,41,1,1,0,1,0,0,0,0,0,0,0
35,47,17,32,15,100,64,50,45,67,28,16,25,28,31,21,1,9,19,23,28,6,6,12,0,0,0,0,0,0,0
34,53,18,42,13,64,100,69,60,68,35,19,54,32,46,43,2,20,23,23,34,11,13,18,10,0,0,5,0,0,0
33,39,10,27,9,50,69,100,68,61,37,21,43,32,44,42,2,28,31,23,31,12,15,22,13,0,0,6,0,0,0
25,35,20,47,14,45,60,68,100,54,23,14,48,23,31,29,1,10,9,20,19,6,7,9,9,0,0,6,0,0,0
47,61,9,23,7,67,68,61,54,100,37,14,28,47,30,29,3,22,20,15,35,12,16,21,12,0,0,9,0,0,0
26,31,3,9,3,28,35,37,23,37,100,16,17,31,39,43,5,26,13,8,33,27,27,73,13,1,1,16,1,0,0
4,10,11,18,15,16,19,21,14,14,16,100,36,5,50,41,0,8,26,40,7,4,7,13,6,0,0,2,0,0,0
14,31,22,40,16,25,54,43,48,28,17,36,100,12,50,46,1,9,15,28,10,5,8,11,10,0,0,4,0,0,0
46,40,2,7,2,28,32,32,23,47,31,5,12,100,15,19,14,41,14,5,63,58,51,35,8,1,1,8,1,0,0
13,26,16,33,13,31,46,44,31,30,39,50,50,15,100,63,2,21,28,32,17,11,16,29,11,0,0,6,0,0,0
16,29,8,20,7,21,43,42,29,29,43,41,46,19,63,100,2,22,29,22,17,17,24,37,16,0,0,9,0,0,0
4,2,0,0,0,1,2,2,1,3,5,0,1,14,2,2,100,9,2,0,13,26,19,7,4,6,5,9,13,0,0
25,15,0,1,0,9,20,28,10,22,26,8,9,41,21,22,9,100,31,7,72,41,49,28,14,1,1,12,1,0,0
13,9,1,3,2,19,23,31,9,20,13,26,15,14,28,29,2,31,100,27,20,9,13,15,9,0,0,3,0,0,0
5,10,27,22,41,23,23,23,20,15,8,40,28,5,32,22,0,7,27,100,6,3,4,5,4,0,0,1,0,0,0
36,28,1,5,1,28,34,31,19,35,33,7,10,63,17,17,13,72,20,6,100,54,60,34,11,1,1,12,1,0,0
19,12,1,2,1,6,11,12,6,12,27,4,5,58,11,17,26,41,9,3,54,100,61,34,7,1,1,9,2,0,0
20,14,0,2,0,6,13,15,7,16,27,7,8,51,16,24,19,49,13,4,60,61,100,36,12,4,4,16,3,0,0
25,21,1,3,1,12,18,22,9,21,73,13,11,35,29,37,7,28,15,5,34,34,36,100,9,1,1,10,1,0,0
0,0,0,0,0,0,10,13,9,12,13,6,10,8,11,16,4,14,9,4,11,7,12,9,100,2,2,43,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,1,0,0,1,1,4,1,2,100,86,6,32,6,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,1,1,4,1,2,86,100,4,40,7,0
0,0,0,0,0,0,5,6,6,9,16,2,4,8,6,9,9,12,3,1,12,9,16,10,43,6,4,100,2,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,1,0,0,1,2,3,1,1,32,40,2,100,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,16,100,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,100
