100,1,17,2,54,2,2,4,10,2,0,16,4,11,3,1,0,67,24,2,55,48,9,11,29,9,0,2,23,17,20,2,0,63,31,23,26,0
1,100,7,38,0,35,28,10,4,32,22,2,7,6,5,7,32,2,2,0,0,1,9,2,0,0,3,38,1,1,1,0,0,1,2,2,2,0
17,7,100,18,5,14,23,47,52,24,10,53,21,48,22,13,8,33,24,0,7,23,62,24,8,0,0,19,20,25,28,0,0,14,24,25,23,0
2,38,18,100,1,60,40,32,12,52,41,10,20,19,21,29,42,4,5,0,1,4,20,7,1,0,2,39,4,3,7,0,0,2,6,8,7,0
54,0,5,1,100,0,0,0,0,0,0,6,1,4,1,0,0,35,13,4,50,27,1,6,24,21,0,0,11,6,9,5,0,32,14,9,11,0
2,35,14,60,0,100,35,31,8,41,19,7,14,13,15,19,24,5,3,0,0,3,15,4,1,0,2,42,2,2,4,0,0,2,4,6,5,0
2,28,23,40,0,35,100,37,21,64,10,10,16,12,18,15,51,6,1,0,0,3,31,7,0,0,1,72,1,6,1,0,0,0,1,1,1,0
4,10,47,32,0,31,37,100,47,48,23,34,46,45,49,49,20,15,8,0,2,11,56,22,1,0,0,28,8,10,13,0,0,1,3,3,3,0
10,4,52,12,0,8,21,47,100,21,9,49,24,27,25,22,9,25,8,0,2,14,78,27,1,0,0,14,8,30,11,0,0,1,2,2,2,0
2,32,24,52,0,41,64,48,21,100,21,13,19,14,22,27,55,6,2,0,0,3,31,8,0,0,1,58,1,5,2,0,0,0,1,1,1,0
0,22,10,41,0,19,10,23,9,21,100,7,22,14,22,47,24,1,4,0,1,2,12,5,0,0,4,15,4,2,7,0,0,1,2,3,2,0
16,2,53,10,6,7,10,34,49,13,7,100,45,63,42,18,5,38,41,1,10,33,41,36,12,1,0,7,40,47,60,0,0,19,32,37,35,0
4,7,21,20,1,14,16,46,24,19,22,45,100,75,91,49,11,8,29,1,6,18,26,32,2,0,1,13,26,11,50,0,0,4,9,11,10,0
11,6,48,19,4,13,12,45,27,14,14,63,75,100,69,32,7,18,41,1,9,28,34,35,9,1,0,10,39,19,66,0,0,15,30,37,34,0
3,5,22,21,1,15,18,49,25,22,22,42,91,69,100,51,13,8,24,1,5,16,27,30,2,0,1,13,24,11,44,0,0,3,8,10,9,0
1,7,13,29,0,19,15,49,22,27,47,18,49,32,51,100,23,2,9,0,2,5,16,11,1,0,0,15,9,5,17,0,0,1,3,4,3,0
0,32,8,42,0,24,51,20,9,55,24,5,11,7,13,23,100,2,1,0,0,1,14,3,0,0,0,52,1,2,2,0,0,0,0,0,0,0
67,2,33,4,35,5,6,15,25,6,1,38,8,18,8,2,2,100,27,1,37,67,23,26,23,6,0,4,23,30,23,1,0,68,34,24,28,0
24,2,24,5,13,3,1,8,8,2,4,41,29,41,24,9,1,27,100,5,28,59,8,62,23,2,0,2,71,39,68,1,0,33,47,44,43,0
2,0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,1,5,100,14,7,0,6,1,7,0,0,4,5,2,2,1,1,0,0,0,1
55,0,7,1,50,0,0,2,2,0,1,10,6,9,5,2,0,37,28,14,100,45,2,25,52,10,0,0,27,17,16,4,0,33,15,10,11,0
48,1,23,4,27,3,3,11,14,3,2,33,18,28,16,5,1,67,59,7,45,100,15,65,24,4,0,2,47,39,39,1,0,52,36,25,29,0
9,9,62,20,1,15,31,56,78,31,12,41,26,34,27,16,14,23,8,0,2,15,100,27,1,0,0,23,6,21,10,0,0,2,3,3,3,0
11,2,24,7,6,4,7,22,27,8,5,36,32,35,30,11,3,26,62,6,25,65,27,100,5,0,0,6,47,38,38,0,0,11,11,8,8,0
29,0,8,1,24,1,0,1,1,0,0,12,2,9,2,1,0,23,23,1,52,24,1,5,100,3,0,0,17,10,18,2,0,28,30,22,25,0
9,0,0,0,21,0,0,0,0,0,0,1,0,1,0,0,0,6,2,7,10,4,0,0,3,100,0,0,1,1,1,26,0,6,2,1,2,0
0,3,0,2,0,2,1,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0
