100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,100,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,3,100,34,44,6,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,77,86,30,9,5,0,0,0,0,0
0,5,34,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,37,9,2,1,0,0,0,0,0
0,1,44,9,100,26,25,11,1,0,9,3,1,0,0,0,0,0,0,0,0,0,0,3,2,18,42,33,66,21,13,0,0,0,0,0
0,0,6,0,26,100,65,17,3,0,17,6,2,0,0,0,1,0,0,0,0,0,0,7,7,9,3,2,3,3,4,0,0,0,0,0
0,0,5,0,25,65,100,19,3,0,26,9,4,0,0,0,1,0,0,0,0,0,0,9,9,10,4,4,5,5,7,0,0,0,0,0
0,0,3,0,11,17,19,100,15,20,63,55,17,19,9,28,34,3,1,17,3,4,1,46,30,25,3,3,8,24,31,13,6,3,11,2
0,0,0,0,1,3,3,15,100,53,15,40,26,43,32,42,46,26,14,46,23,31,12,38,46,6,0,0,1,6,13,14,20,28,37,16
0,0,0,0,0,0,0,20,53,100,18,38,15,38,35,48,62,25,16,54,25,34,14,36,63,5,0,0,1,6,9,11,22,28,65,17
0,0,2,0,9,17,26,63,15,18,100,46,18,17,8,24,34,3,1,16,3,4,1,42,30,23,4,3,12,33,41,11,5,3,10,2
0,0,1,0,3,6,9,55,40,38,46,100,24,26,13,31,61,6,5,28,7,10,3,59,44,10,2,1,5,15,25,12,7,10,22,3
0,0,0,0,1,2,4,17,26,15,18,24,100,62,41,34,19,10,6,32,16,14,4,38,28,27,1,1,12,25,27,70,30,28,7,12
0,0,0,0,0,0,0,19,43,38,17,26,62,100,62,54,33,18,11,51,27,25,8,42,39,17,0,0,6,19,20,54,44,35,26,22
0,0,0,0,0,0,0,9,32,35,8,13,41,62,100,43,16,28,16,52,42,40,12,28,33,9,0,0,3,11,13,36,68,52,13,38
0,0,0,0,0,0,0,28,42,48,24,31,34,54,43,100,47,20,8,67,19,22,9,51,36,13,0,0,3,15,21,31,28,23,25,13
0,0,0,0,0,1,1,34,46,62,34,61,19,33,16,47,100,8,3,38,5,12,4,56,54,8,0,0,2,10,16,10,7,10,41,2
0,0,0,0,0,0,0,3,26,25,3,6,10,18,28,20,8,100,40,25,47,62,46,8,26,1,0,0,0,2,3,6,27,34,11,45
0,0,0,0,0,0,0,1,14,16,1,5,6,11,16,8,3,40,100,19,40,52,48,4,15,0,0,0,0,1,1,3,15,30,4,36
0,0,0,0,0,0,0,17,46,54,16,28,32,51,52,67,38,25,19,100,30,33,12,38,43,10,0,0,2,11,15,28,36,42,30,17
0,0,0,0,0,0,0,3,23,25,3,7,16,27,42,19,5,47,40,30,100,63,23,10,29,2,0,0,1,3,4,12,48,60,5,76
0,0,0,0,0,0,0,4,31,34,4,10,14,25,40,22,12,62,52,33,63,100,41,11,31,1,0,0,0,3,4,8,36,45,21,59
0,0,0,0,0,0,0,1,12,14,1,3,4,8,12,9,4,46,48,12,23,41,100,3,12,0,0,0,0,1,1,2,13,15,7,26
0,0,1,0,3,7,9,46,38,36,42,59,38,42,28,51,56,8,4,38,10,11,3,100,49,25,1,1,10,30,40,33,18,13,22,8
0,0,0,0,2,7,9,30,46,63,30,44,28,39,33,36,54,26,15,43,29,31,12,49,100,11,1,1,3,10,14,17,27,42,39,23
0,0,6,1,18,9,10,25,6,5,23,10,27,17,9,13,8,1,0,10,2,1,0,25,11,100,8,7,44,75,58,35,6,3,3,2
0,1,77,28,42,3,4,3,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,8,100,81,42,13,8,0,0,0,0,0
0,1,86,37,33,2,4,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,81,100,33,10,6,0,0,0,0,0
0,0,30,9,66,3,5,8,1,1,12,5,12,6,3,3,2,0,0,2,1,0,0,10,3,44,42,33,100,53,31,14,2,1,0,1
0,0,9,2,21,3,5,24,6,6,33,15,25,19,11,15,10,2,1,11,3,3,1,30,10,75,13,10,53,100,74,29,7,5,4,3
0,0,5,1,13,4,7,31,13,9,41,25,27,20,13,21,16,3,1,15,4,4,1,40,14,58,8,6,31,74,100,24,9,7,4,4
0,0,0,0,0,0,0,13,14,11,11,12,70,54,36,31,10,6,3,28,12,8,2,33,17,35,0,0,14,29,24,100,28,23,5,12
0,0,0,0,0,0,0,6,20,22,5,7,30,44,68,28,7,27,15,36,48,36,13,18,27,6,0,0,2,7,9,28,100,48,9,43
0,0,0,0,0,0,0,3,28,28,3,10,28,35,52,23,10,34,30,42,60,45,15,13,42,3,0,0,1,5,7,23,48,100,9,50
0,0,0,0,0,0,0,11,37,65,10,22,7,26,13,25,41,11,4,30,5,21,7,22,39,3,0,0,0,4,4,5,9,9,100,5
0,0,0,0,0,0,0,2,16,17,2,3,12,22,38,13,2,45,36,17,76,59,26,8,23,2,0,0,1,3,4,12,43,50,5,100
