100,12,27,34,13,7,2,1,0,2,2,1,3,0,0,1,0,19
12,100,36,14,16,14,1,1,0,2,2,2,1,0,0,0,0,19
27,36,100,43,39,27,10,2,1,10,10,6,9,1,0,5,0,14
34,14,43,100,38,22,13,6,1,10,13,14,19,1,0,5,0,4
13,16,39,38,100,62,44,15,3,39,41,27,31,3,2,25,0,3
7,14,27,22,62,100,60,31,9,67,57,39,38,14,12,47,1,2
2,1,10,13,44,60,100,36,9,73,75,66,53,18,17,57,1,0
1,1,2,6,15,31,36,100,34,52,48,53,52,44,31,40,7,0
0,0,1,1,3,9,9,34,100,15,13,14,15,32,16,13,18,0
2,2,10,10,39,67,73,52,15,100,82,53,49,23,17,68,1,0
2,2,10,13,41,57,75,48,13,82,100,67,58,13,8,66,1,0
1,2,6,14,27,39,66,53,14,53,67,100,74,22,18,45,1,0
3,1,9,19,31,38,53,52,15,49,58,74,100,27,22,36,2,0
0,0,1,1,3,14,18,44,32,23,13,22,27,100,60,21,21,0
0,0,0,0,2,12,17,31,16,17,8,18,22,60,100,16,16,0
1,0,5,5,25,47,57,40,13,68,66,45,36,21,16,100,3,0
0,0,0,0,0,1,1,7,18,1,1,1,2,21,16,3,100,0
19,19,14,4,3,2,0,0,0,0,0,0,0,0,0,0,0,100
