100,29,18,49,15,65,8,3,34,1,6,6,44,35,41,14,1,44,2,0,2,5,0,0,0,0,0,0,0
29,100,4,42,2,24,44,30,5,15,39,27,18,9,49,53,7,13,17,7,16,29,0,0,0,0,0,0,0
18,4,100,14,44,16,1,1,32,0,1,1,30,23,10,4,0,21,0,0,0,1,0,0,0,0,0,0,0
49,42,14,100,5,45,13,6,14,1,10,8,44,18,34,30,1,30,3,1,2,7,0,0,0,0,0,0,0
15,2,44,5,100,14,0,0,31,0,1,0,16,20,6,1,0,21,0,0,0,0,0,0,0,0,0,0,0
65,24,16,45,14,100,7,4,32,1,6,7,56,41,44,13,2,59,3,1,3,5,0,0,0,0,0,0,0
8,44,1,13,0,7,100,63,1,54,40,67,5,3,18,34,17,4,38,28,17,53,2,0,0,2,2,0,0
3,30,1,6,0,4,63,100,1,57,43,59,4,3,10,33,28,3,51,35,32,51,15,1,2,11,3,0,0
34,5,32,14,31,32,1,1,100,0,2,1,30,47,14,4,1,31,0,0,1,2,0,0,0,0,0,0,0
1,15,0,1,0,1,54,57,0,100,28,47,1,1,4,15,20,1,47,42,16,37,9,1,2,7,4,0,0
6,39,1,10,1,6,40,43,2,28,100,57,7,5,15,37,12,6,15,11,25,47,3,0,0,2,1,0,0
6,27,1,8,0,7,67,59,1,47,57,100,6,3,13,30,22,5,24,21,24,70,9,1,1,6,2,0,0
44,18,30,44,16,56,5,4,30,1,7,6,100,46,41,14,2,55,2,1,4,6,0,0,0,0,0,0,0
35,9,23,18,20,41,3,3,47,1,5,3,46,100,22,9,2,65,1,1,4,5,0,0,0,0,0,0,0
41,49,10,34,6,44,18,10,14,4,15,13,41,22,100,34,6,31,7,2,10,12,2,0,0,1,0,0,0
14,53,4,30,1,13,34,33,4,15,37,30,14,9,34,100,15,11,15,8,35,43,15,1,1,9,1,0,0
1,7,0,1,0,2,17,28,1,20,12,22,2,2,6,15,100,2,62,36,41,21,10,2,2,6,7,0,0
44,13,21,30,21,59,4,3,31,1,6,5,55,65,31,11,2,100,2,1,4,5,0,0,0,0,0,0,0
2,17,0,3,0,3,38,51,0,47,15,24,2,1,7,15,62,2,100,63,33,23,13,3,4,14,12,0,0
0,7,0,1,0,1,28,35,0,42,11,21,1,1,2,8,36,1,63,100,19,16,11,6,7,13,24,1,0
2,16,0,2,0,3,17,32,1,16,25,24,4,4,10,35,41,4,33,19,100,36,36,4,5,28,5,0,0
5,29,1,7,0,5,53,51,2,37,47,70,6,5,12,43,21,5,23,16,36,100,18,1,2,12,2,0,0
0,0,0,0,0,0,2,15,0,9,3,9,0,0,2,15,10,0,13,11,36,18,100,5,5,43,4,0,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,3,6,4,1,5,100,89,7,57,30,0
0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,2,0,4,7,5,2,5,89,100,10,64,26,0
0,0,0,0,0,0,2,11,0,7,2,6,0,0,1,9,6,0,14,13,28,12,43,7,10,100,14,2,0
0,0,0,0,0,0,2,3,0,4,1,2,0,0,0,1,7,0,12,24,5,2,4,57,64,14,100,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,26,2,21,100,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,100
