100,55,70,22,3,1,10,0,0,0,0,0,0,0,0
55,100,44,31,4,1,6,0,0,0,0,0,0,0,0
70,44,100,18,1,0,6,0,0,0,0,0,0,0,0
22,31,18,100,41,7,3,59,1,1,0,1,1,0,0
3,4,1,41,100,8,1,48,4,5,0,4,3,0,0
1,1,0,7,8,100,0,7,50,48,3,54,54,1,0
10,6,6,3,1,0,100,0,0,0,0,0,0,0,0
0,0,0,59,48,7,0,100,1,1,0,1,1,0,0
0,0,0,1,4,50,0,1,100,94,4,89,82,1,0
0,0,0,1,5,48,0,1,94,100,9,84,85,2,0
0,0,0,0,0,3,0,0,4,9,100,5,11,53,0
0,0,0,1,4,54,0,1,89,84,5,100,91,1,0
0,0,0,1,3,54,0,1,82,85,11,91,100,3,0
0,0,0,0,0,1,0,0,1,2,53,1,3,100,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
