100,38,28,51,39,6,46,35,34,17,16,18,9,1,2,15,19,4,4,5,12,2,0,0,0,0,0,0
38,100,22,18,57,24,43,36,17,11,5,7,4,0,0,6,13,2,2,9,5,0,0,0,0,0,0,0
28,22,100,47,39,7,42,67,54,34,32,34,17,7,10,26,54,32,11,35,36,9,0,1,0,0,0,0
51,18,47,100,27,3,51,43,74,48,53,50,36,15,20,48,47,41,10,16,51,23,2,3,1,0,1,0
39,57,39,27,100,27,63,53,25,18,9,11,6,1,1,7,20,4,3,14,9,1,0,0,0,0,0,0
6,24,7,3,27,100,9,10,3,3,1,2,1,0,0,1,3,0,0,7,1,0,0,0,0,0,0,0
46,43,42,51,63,9,100,59,47,41,31,34,18,3,5,21,36,15,10,18,25,7,1,1,1,0,0,0
35,36,67,43,53,10,59,100,51,37,31,33,17,6,10,24,53,32,21,46,32,9,0,1,0,0,0,0
34,17,54,74,25,3,47,51,100,44,60,58,37,17,25,53,67,60,17,26,57,24,2,2,1,0,0,0
17,11,34,48,18,3,41,37,44,100,78,82,46,25,34,52,49,51,23,26,40,26,6,6,6,1,1,0
16,5,32,53,9,1,31,31,60,78,100,91,48,25,35,61,54,61,24,25,44,31,6,7,7,1,2,0
18,7,34,50,11,2,34,33,58,82,91,100,45,25,35,61,57,64,25,27,42,25,6,6,6,1,2,0
9,4,17,36,6,1,18,17,37,46,48,45,100,48,62,74,37,54,9,12,61,55,10,15,10,1,2,1
1,0,7,15,1,0,3,6,17,25,25,25,48,100,76,46,18,30,6,6,33,61,16,22,18,2,1,0
2,0,10,20,1,0,5,10,25,34,35,35,62,76,100,61,26,42,9,8,47,66,11,15,13,1,1,0
15,6,26,48,7,1,21,24,53,52,61,61,74,46,61,100,50,68,12,15,68,52,6,8,6,1,2,0
19,13,54,47,20,3,36,53,67,49,54,57,37,18,26,50,100,71,25,37,55,21,2,3,3,0,2,0
4,2,32,41,4,0,15,32,60,51,61,64,54,30,42,68,71,100,23,30,68,36,4,5,5,1,2,0
4,2,11,10,3,0,10,21,17,23,24,25,9,6,9,12,25,23,100,41,21,8,1,2,1,0,1,0
5,9,35,16,14,7,18,46,26,26,25,27,12,6,8,15,37,30,41,100,26,9,1,1,1,0,1,0
12,5,36,51,9,1,25,32,57,40,44,42,61,33,47,68,55,68,21,26,100,47,4,6,4,1,2,0
2,0,9,23,1,0,7,9,24,26,31,25,55,61,66,52,21,36,8,9,47,100,12,16,12,2,4,1
0,0,0,2,0,0,1,0,2,6,6,6,10,16,11,6,2,4,1,1,4,12,100,46,39,26,5,3
0,0,1,3,0,0,1,1,2,6,7,6,15,22,15,8,3,5,2,1,6,16,46,100,38,15,8,4
0,0,0,1,0,0,1,0,1,6,7,6,10,18,13,6,3,5,1,1,4,12,39,38,100,21,33,16
0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0,1,0,0,1,2,26,15,21,100,11,17
0,0,0,1,0,0,0,0,0,1,2,2,2,1,1,2,2,2,1,1,2,4,5,8,33,11,100,8
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,16,17,8,100
