100,30,42,40,9,3,2,6,2,2,0,0,1,0,0,6,19,28
30,100,49,42,32,24,11,29,13,6,1,2,4,1,1,33,28,46
42,49,100,69,21,9,5,13,5,3,0,1,2,0,1,19,4,11
40,42,69,100,31,11,5,13,8,3,1,1,2,0,1,26,7,25
9,32,21,31,100,57,35,55,40,16,4,10,17,3,4,69,2,11
3,24,9,11,57,100,58,81,61,30,11,21,36,10,9,59,0,1
2,11,5,5,35,58,100,46,65,55,22,40,59,21,21,31,0,1
6,29,13,13,55,81,46,100,57,29,7,16,25,8,8,55,0,2
2,13,5,8,40,61,65,57,100,35,16,27,48,15,12,42,0,2
2,6,3,3,16,30,55,29,35,100,26,55,60,22,35,13,0,0
0,1,0,1,4,11,22,7,16,26,100,49,41,59,61,4,0,0
0,2,1,1,10,21,40,16,27,55,49,100,68,54,46,9,0,0
1,4,2,2,17,36,59,25,48,60,41,68,100,41,33,17,0,0
0,1,0,0,3,10,21,8,15,22,59,54,41,100,48,5,0,0
0,1,1,1,4,9,21,8,12,35,61,46,33,48,100,3,0,0
6,33,19,26,69,59,31,55,42,13,4,9,17,5,3,100,1,8
19,28,4,7,2,0,0,0,0,0,0,0,0,0,0,1,100,40
28,46,11,25,11,1,1,2,2,0,0,0,0,0,0,8,40,100
