100,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,23,4,3,0,0,0,0,0,1,0,0,0,0
0,23,100,9,9,17,2,0,15,2,2,0,3,3,1
0,4,9,100,77,59,73,1,55,3,4,0,0,0,0
0,3,9,77,100,77,84,1,49,4,6,0,0,0,0
0,0,17,59,77,100,79,2,58,7,7,0,3,4,1
0,0,2,73,84,79,100,1,56,4,5,0,0,0,0
0,0,0,1,1,2,1,100,7,40,16,18,1,7,31
0,0,15,55,49,58,56,7,100,7,14,0,1,2,1
0,0,2,3,4,7,4,40,7,100,8,1,1,4,4
0,1,2,4,6,7,5,16,14,8,100,0,0,1,0
0,0,0,0,0,0,0,18,0,1,0,100,2,20,43
0,0,3,0,0,3,0,1,1,1,0,2,100,21,2
0,0,3,0,0,4,0,7,2,4,1,20,21,100,17
0,0,1,0,0,1,0,31,1,4,0,43,2,17,100
