100,16,15,1,3,4,6,16,14,34,0,0,0,0,0
16,100,68,11,50,43,34,35,37,20,0,0,1,0,0
15,68,100,13,36,42,56,70,73,42,0,0,1,0,0
1,11,13,100,27,33,23,11,12,5,14,0,14,0,0
3,50,36,27,100,86,32,26,27,11,3,0,8,0,0
4,43,42,33,86,100,36,36,35,21,3,0,8,0,0
6,34,56,23,32,36,100,58,62,29,1,0,3,0,0
16,35,70,11,26,36,58,100,90,58,0,0,1,0,0
14,37,73,12,27,35,62,90,100,52,0,0,1,0,0
34,20,42,5,11,21,29,58,52,100,0,0,0,0,0
0,0,0,14,3,3,1,0,0,0,100,13,24,0,2
0,0,0,0,0,0,0,0,0,0,13,100,5,7,2
0,1,1,14,8,8,3,1,1,0,24,5,100,0,2
0,0,0,0,0,0,0,0,0,0,0,7,0,100,5
0,0,0,0,0,0,0,0,0,0,2,2,2,5,100
