100,14,3,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,100,76,2,4,1,6,0,2,39,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3,76,100,13,5,2,11,0,2,32,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0
0,2,13,100,3,15,41,1,6,5,1,10,1,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46,1,10,13,17,3,0,0,0,2,0,0,0
3,4,5,3,100,6,30,1,16,16,0,27,0,0,13,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,12,1,4,3,1,1,0,0,0,5,0,0,0
0,1,2,15,6,100,29,28,34,4,27,16,11,1,26,26,13,3,4,5,2,3,5,2,13,6,3,1,0,0,13,3,10,1,1,12,0,37,10,59,73,64,29,3,0,2,18,0,0,0
1,6,11,41,30,29,100,9,31,22,11,30,2,0,20,12,3,0,1,1,0,1,1,0,3,1,0,0,0,0,2,0,2,0,0,2,0,64,2,14,19,24,7,0,0,0,8,0,0,0
0,0,0,1,1,28,9,100,31,0,3,14,34,4,41,44,39,11,16,17,9,12,18,13,35,23,13,7,2,2,36,16,21,10,7,31,2,22,8,11,10,17,37,14,0,1,29,2,1,0
0,2,2,6,16,34,31,31,100,10,28,44,8,1,69,29,7,2,2,3,1,2,3,1,7,4,2,1,0,0,8,1,5,1,1,6,0,30,2,12,16,17,13,1,0,0,27,0,0,0
2,39,32,5,16,4,22,0,10,100,5,8,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,2,0,0,0
0,1,1,1,0,27,11,3,28,5,100,1,1,0,2,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,3,9,10,5,3,0,0,0,8,0,0,0
1,1,3,10,27,16,30,14,44,8,1,100,7,0,46,37,5,1,1,2,1,1,1,1,6,3,1,1,0,0,4,1,5,1,1,3,0,25,2,11,13,17,14,1,0,0,19,0,0,0
0,0,0,1,0,11,2,34,8,0,1,7,100,11,14,24,39,16,22,34,19,17,26,17,53,56,23,21,6,4,32,25,42,13,14,35,4,3,21,16,12,17,39,31,0,4,10,7,3,1
0,0,0,0,0,1,0,4,1,0,0,0,11,100,1,2,15,39,31,23,39,31,27,30,10,15,18,51,44,24,13,36,16,25,34,9,29,0,5,1,0,2,4,28,6,13,2,31,26,13
