100,24,4,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,100,51,3,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,51,100,11,12,7,5,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,6,2,4,1,1,2,0,0,0,0,0
1,3,11,100,56,69,24,15,9,1,22,10,7,1,0,2,5,2,2,2,4,3,21,20,1,0,56,72,44,73,17,16,43,0,0,0,0,0
0,2,12,56,100,43,6,8,3,0,3,4,9,1,0,1,5,4,2,1,3,2,17,12,1,1,33,52,27,46,11,11,31,3,0,0,0,0
1,1,7,69,43,100,47,34,24,1,32,26,15,4,1,5,10,6,6,3,20,14,28,23,4,1,60,63,47,66,20,20,51,3,0,1,0,0
1,1,5,24,6,47,100,39,30,2,51,33,15,5,2,7,11,7,6,4,20,17,17,9,5,2,21,21,16,17,10,13,19,3,0,1,0,0
0,0,1,15,8,34,39,100,68,7,31,69,56,22,10,28,47,36,35,18,65,51,47,27,20,13,21,14,18,18,34,44,43,26,4,4,1,5
0,0,1,9,3,24,30,68,100,12,30,59,35,34,15,37,41,34,37,25,76,76,29,20,31,19,14,8,12,11,27,33,23,25,7,6,2,9
0,0,0,1,0,1,2,7,12,100,2,12,11,41,39,37,18,20,34,46,12,17,8,10,40,52,1,1,2,2,11,13,3,22,55,52,29,59
2,2,7,22,3,32,51,31,30,2,100,20,14,5,1,6,11,8,6,4,21,14,12,6,4,2,14,18,8,12,8,11,13,3,0,0,0,0
0,0,1,10,4,26,33,69,59,12,20,100,41,33,22,40,48,41,33,30,61,57,35,22,37,22,17,10,15,13,27,33,26,23,9,7,2,11
0,0,0,7,9,15,15,56,35,11,14,41,100,31,21,40,66,68,50,30,52,36,55,33,29,28,12,7,12,16,48,56,40,57,11,6,3,12
0,0,0,1,1,4,5,22,34,41,5,33,31,100,48,80,43,49,59,61,35,46,20,21,69,59,4,2,4,5,27,28,10,39,32,28,10,34
0,0,0,0,0,1,2,10,15,39,1,22,21,48,100,50,27,41,39,65,22,25,11,8,54,61,0,0,0,2,12,14,3,34,42,36,18,50
0,0,0,2,1,5,7,28,37,37,6,40,40,80,50,100,53,61,67,64,44,49,25,25,74,62,4,2,5,7,32,34,13,47,34,24,12,37
0,0,0,5,5,10,11,47,41,18,11,48,66,43,27,53,100,71,65,45,59,45,47,34,39,38,10,5,11,13,51,60,32,57,17,9,5,19
0,0,0,2,4,6,7,36,34,20,8,41,68,49,41,61,71,100,62,53,54,37,37,31,47,51,4,2,4,11,45,50,23,71,23,12,6,25
0,0,0,2,2,6,6,35,37,34,6,33,50,59,39,67,65,62,100,52,52,50,29,26,48,50,5,2,7,8,39,42,19,54,23,18,7,27
0,0,0,2,1,3,4,18,25,46,4,30,30,61,65,64,45,53,52,100,30,32,19,19,57,71,4,2,4,4,25,27,7,50,50,23,18,57
0,0,0,4,3,20,20,65,76,12,21,61,52,35,22,44,59,54,52,30,100,72,32,21,37,24,8,4,8,10,34,38,26,38,10,7,3,12
0,0,0,3,2,14,17,51,76,17,14,57,36,46,25,49,45,37,50,32,72,100,24,19,44,25,7,3,8,7,26,29,16,31,11,10,3,13
0,0,1,21,17,28,17,47,29,8,12,35,55,20,11,25,47,37,29,19,32,24,100,69,15,15,39,23,45,29,70,69,61,26,5,4,1,6
0,0,1,20,12,23,9,27,20,10,6,22,33,21,8,25,34,31,26,19,21,19,69,100,16,16,43,23,54,31,81,69,48,21,6,3,2,8
0,0,0,1,1,4,5,20,31,40,4,37,29,69,54,74,39,47,48,57,37,44,15,16,100,59,2,1,2,4,20,23,7,38,38,28,15,43
