100,29,17,54,11,54,23,22,22,3,17,7,22,17,55,37,0,70,15,1,1,8,0,0,0,0,0,0,0
29,100,6,37,3,17,31,26,5,13,21,16,7,7,24,25,3,19,31,5,9,18,0,0,0,0,0,0,0
17,6,100,11,53,35,3,6,34,0,6,2,55,36,15,19,0,24,1,0,0,1,0,0,0,0,0,0,0
54,37,11,100,5,27,34,28,8,5,17,9,11,8,41,37,0,38,21,2,2,12,0,0,0,0,0,0,0
11,3,53,5,100,24,1,2,33,0,3,1,35,29,10,7,0,11,1,0,0,0,0,0,0,0,0,0,0
54,17,35,27,24,100,10,17,43,1,12,5,45,29,42,28,0,56,7,0,0,3,0,0,0,0,0,0,0
23,31,3,34,1,10,100,61,4,33,37,57,5,6,30,28,8,18,50,12,23,58,4,0,1,4,0,0,0
22,26,6,28,2,17,61,100,8,24,60,44,10,11,32,40,5,22,41,8,20,47,8,0,1,7,0,0,0
22,5,34,8,33,43,4,8,100,1,8,2,58,51,17,17,0,25,3,0,0,2,0,0,0,0,0,0,0
3,13,0,5,0,1,33,24,1,100,14,41,1,1,5,6,18,2,32,43,37,42,13,3,3,11,3,0,0
17,21,6,17,3,12,37,60,8,14,100,32,10,16,28,47,3,17,23,5,11,32,3,0,0,3,0,0,0
7,16,2,9,1,5,57,44,2,41,32,100,4,4,11,17,9,7,40,13,26,85,6,0,1,6,1,0,0
22,7,55,11,35,45,5,10,58,1,10,4,100,45,24,27,0,40,3,0,0,2,1,0,0,1,0,0,0
17,7,36,8,29,29,6,11,51,1,16,4,45,100,16,28,0,23,4,1,1,3,0,0,0,0,0,0,0
55,24,15,41,10,42,30,32,17,5,28,11,24,16,100,47,1,66,19,2,3,10,4,0,0,3,0,0,0
37,25,19,37,7,28,28,40,17,6,47,17,27,28,47,100,1,40,14,3,5,14,4,0,0,3,0,0,0
0,3,0,0,0,0,8,5,0,18,3,9,0,0,1,1,100,0,18,65,36,9,6,9,12,6,24,1,0
70,19,24,38,11,56,18,22,25,2,17,7,40,23,66,40,0,100,14,1,1,7,1,0,0,1,0,0,0
15,31,1,21,1,7,50,41,3,32,23,40,3,4,19,14,18,14,100,24,46,44,4,1,1,3,2,0,0
1,5,0,2,0,0,12,8,0,43,5,13,0,1,2,3,65,1,24,100,43,13,5,5,8,5,15,1,0
1,9,0,2,0,0,23,20,0,37,11,26,0,1,3,5,36,1,46,43,100,29,19,6,9,22,7,1,0
8,18,1,12,0,3,58,47,2,42,32,85,2,3,10,14,9,7,44,13,29,100,4,0,0,4,0,0,0
0,0,0,0,0,0,4,8,0,13,3,6,1,0,4,4,6,1,4,5,19,4,100,5,5,51,2,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,1,5,6,0,5,100,78,4,72,21,0
0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,12,0,1,8,9,0,5,78,100,6,54,14,0
0,0,0,0,0,0,4,7,0,11,3,6,1,0,3,3,6,1,3,5,22,4,51,4,6,100,4,1,0
0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,24,0,2,15,7,0,2,72,54,4,100,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,21,14,1,23,100,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,100
