100,34,22,19,43,28,44,4,9,24,22,15,17,33,39,38,46,51,9,18,7,16,1,0,0,36,32,9,6,55,0,0,0
34,100,68,13,77,80,49,1,1,13,68,58,54,10,63,33,18,34,17,14,16,1,0,0,0,5,30,1,1,4,0,0,0
22,68,100,7,57,72,40,0,1,8,77,50,40,7,52,20,14,24,16,11,15,1,0,0,0,3,23,0,0,2,0,0,0
19,13,7,100,14,11,10,2,2,43,9,6,7,56,14,45,49,28,20,47,16,28,7,0,0,24,10,5,3,7,0,0,0
43,77,57,14,100,67,58,1,2,18,55,40,43,13,78,45,26,41,15,16,14,1,0,0,0,8,29,1,1,5,0,0,0
28,80,72,11,67,100,50,1,1,11,78,62,59,10,61,30,16,30,17,12,17,1,0,0,0,4,28,1,1,4,0,0,0
44,49,40,10,58,50,100,1,2,16,40,27,32,19,56,37,29,45,18,14,17,3,0,0,0,11,67,2,1,19,0,0,0
4,1,0,2,1,1,1,100,50,7,0,0,0,4,1,2,4,3,0,1,0,6,11,4,3,13,1,40,42,5,12,1,0
9,1,1,2,2,1,2,50,100,8,1,0,0,7,2,4,7,6,0,2,1,17,11,5,6,30,2,68,71,14,5,0,0
24,13,8,43,18,11,16,7,8,100,8,5,6,36,20,39,48,34,9,24,8,18,5,1,1,25,11,14,6,8,0,0,0
22,68,77,9,55,78,40,0,1,8,100,64,57,8,51,22,13,25,20,12,20,1,0,0,0,3,32,1,1,4,0,0,0
15,58,50,6,40,62,27,0,0,5,64,100,78,5,38,17,8,17,16,7,17,0,0,0,0,2,31,0,0,3,0,0,0
17,54,40,7,43,59,32,0,0,6,57,78,100,6,39,21,8,21,24,10,24,1,0,0,0,2,32,0,0,4,0,0,0
33,10,7,56,13,10,19,4,7,36,8,5,6,100,13,35,48,32,12,33,10,54,13,1,2,31,18,13,8,22,0,0,0
39,63,52,14,78,61,56,1,2,20,51,38,39,13,100,53,27,41,21,18,22,2,0,0,0,8,30,2,1,6,0,0,0
38,33,20,45,45,30,37,2,4,39,22,17,21,35,53,100,50,57,31,63,26,14,3,1,2,18,25,4,3,8,0,0,0
46,18,14,49,26,16,29,4,7,48,13,8,8,48,27,50,100,65,20,45,16,19,4,0,0,25,26,8,5,18,0,0,0
51,34,24,28,41,30,45,3,6,34,25,17,21,32,41,57,65,100,29,44,25,11,2,1,2,20,36,6,4,14,0,0,0
9,17,16,20,15,17,18,0,0,9,20,16,24,12,21,31,20,29,100,49,86,4,1,0,0,5,27,1,0,2,0,0,0
18,14,11,47,16,12,14,1,2,24,12,7,10,33,18,63,45,44,49,100,42,15,3,1,2,15,19,3,2,4,0,0,0
7,16,15,16,14,17,17,0,1,8,20,17,24,10,22,26,16,25,86,42,100,4,1,0,0,5,28,1,0,2,0,0,0
16,1,1,28,1,1,3,6,17,18,1,0,1,54,2,14,19,11,4,15,4,100,22,9,13,42,5,27,17,31,1,0,0
1,0,0,7,0,0,0,11,11,5,0,0,0,13,0,3,4,2,1,3,1,22,100,7,6,7,1,15,20,1,1,0,0
0,0,0,0,0,0,0,4,5,1,0,0,0,1,0,1,0,1,0,1,0,9,7,100,24,1,0,6,7,0,3,1,0
0,0,0,0,0,0,0,3,6,1,0,0,0,2,0,2,0,2,0,2,0,13,6,24,100,1,0,9,20,0,7,3,0
36,5,3,24,8,4,11,13,30,25,3,2,2,31,8,18,25,20,5,15,5,42,7,1,1,100,11,36,23,50,1,0,0
32,30,23,10,29,28,67,1,2,11,32,31,32,18,30,25,26,36,27,19,28,5,1,0,0,11,100,3,2,21,0,0,0
9,1,0,5,1,1,2,40,68,14,1,0,0,13,2,4,8,6,1,3,1,27,15,6,9,36,3,100,63,14,3,1,0
6,1,0,3,1,1,1,42,71,6,1,0,0,8,1,3,5,4,0,2,0,17,20,7,20,23,2,63,100,9,7,2,0
55,4,2,7,5,4,19,5,14,8,4,3,4,22,6,8,18,14,2,4,2,31,1,0,0,50,21,14,9,100,0,0,0
0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,1,0,3,7,0,100,25,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,25,100,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,100
