100,12,9,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,100,10,3,1,9,35,0,1,0,0,0,1,0,0,0,2,1,0,0,0
9,10,100,1,0,30,5,0,0,0,2,0,6,0,0,0,2,0,0,0,0
0,3,1,100,20,2,9,36,32,13,30,51,3,1,4,6,20,28,22,5,13
0,1,0,20,100,1,2,4,2,13,3,8,4,3,3,7,2,35,4,3,10
2,9,30,2,1,100,11,1,1,0,8,1,28,0,0,0,11,0,0,9,2
4,35,5,9,2,11,100,4,3,1,9,4,17,0,0,0,52,2,1,15,4
0,0,0,36,4,1,4,100,42,15,14,47,1,2,4,7,10,19,51,4,10
0,1,0,32,2,1,3,42,100,8,7,23,1,2,5,4,8,13,52,1,4
0,0,0,13,13,0,1,15,8,100,5,29,1,15,28,59,2,38,22,2,7
0,0,2,30,3,8,9,14,7,5,100,21,8,0,1,2,38,5,4,13,11
0,0,0,51,8,1,4,47,23,29,21,100,2,5,12,16,11,43,27,5,15
0,1,6,3,4,28,17,1,1,1,8,2,100,0,0,0,24,1,0,44,11
0,0,0,1,3,0,0,2,2,15,0,5,0,100,38,25,1,10,4,0,1
0,0,0,4,3,0,0,4,5,28,1,12,0,38,100,49,1,20,8,0,2
0,0,0,6,7,0,0,7,4,59,2,16,0,25,49,100,1,32,16,1,4
0,2,2,20,2,11,52,10,8,2,38,11,24,1,1,1,100,4,4,24,12
0,1,0,28,35,0,2,19,13,38,5,43,1,10,20,32,4,100,29,1,5
0,0,0,22,4,0,1,51,52,22,4,27,0,4,8,16,4,29,100,1,3
0,0,0,5,3,9,15,4,1,2,13,5,44,0,0,1,24,1,1,100,35
0,0,0,13,10,2,4,10,4,7,11,15,11,1,2,4,12,5,3,35,100
