100,0,24,2,1,0,0,0,0,0,0,0,0,0,0
0,100,0,0,2,4,1,1,1,1,0,0,0,0,0
24,0,100,25,2,0,0,0,0,0,0,0,0,0,0
2,0,25,100,4,1,0,0,2,0,0,0,0,0,0
1,2,2,4,100,17,1,0,59,11,12,7,0,0,0
0,4,0,1,17,100,1,1,17,37,63,41,2,0,1
0,1,0,0,1,1,100,4,6,6,17,3,3,1,8
0,1,0,0,0,1,4,100,1,7,3,8,8,0,15
0,1,0,2,59,17,6,1,100,21,10,13,4,0,1
0,1,0,0,11,37,6,7,21,100,23,66,14,10,4
0,0,0,0,12,63,17,3,10,23,100,28,8,1,14
0,0,0,0,7,41,3,8,13,66,28,100,16,4,7
0,0,0,0,0,2,3,8,4,14,8,16,100,25,11
0,0,0,0,0,0,1,0,0,10,1,4,25,100,4
0,0,0,0,0,1,8,15,1,4,14,7,11,4,100
