100,1,6,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,100,3,3,18,19,20,16,46,15,28,23,26,27,26,7,1,13,2,30,10,19
6,3,100,0,12,2,0,1,3,0,1,0,1,0,1,0,0,0,0,1,0,1
0,3,0,100,0,3,6,2,1,4,2,3,1,2,2,19,18,8,27,3,1,2
2,18,12,0,100,16,3,24,31,15,18,4,8,8,6,1,0,2,0,6,0,3
0,19,2,3,16,100,10,48,19,26,26,14,10,25,11,4,1,8,2,29,3,10
0,20,0,6,3,10,100,6,11,20,17,47,15,35,27,58,11,45,13,23,47,32
0,16,1,2,24,48,6,100,39,68,50,11,15,26,9,2,0,5,1,21,2,7
1,46,3,1,31,19,11,39,100,38,46,19,47,30,20,4,0,8,1,21,6,13
0,15,0,4,15,26,20,68,38,100,54,22,16,43,26,15,2,16,4,34,24,23
1,28,1,2,18,26,17,50,46,54,100,33,50,48,48,12,1,14,2,38,21,35
0,23,0,3,4,14,47,11,19,22,33,100,34,59,43,40,5,21,6,35,51,49
0,26,1,1,8,10,15,15,47,16,50,34,100,40,48,12,1,7,1,30,27,30
0,27,0,2,8,25,35,26,30,43,48,59,40,100,43,26,3,19,4,56,41,43
0,26,1,2,6,11,27,9,20,26,48,43,48,43,100,25,4,23,5,36,41,60
0,7,0,19,1,4,58,2,4,15,12,40,12,26,25,100,16,25,13,18,48,31
0,1,0,18,0,1,11,0,0,2,1,5,1,3,4,16,100,16,42,2,6,4
0,13,0,8,2,8,45,5,8,16,14,21,7,19,23,25,16,100,30,21,23,21
0,2,0,27,0,2,13,1,1,4,2,6,1,4,5,13,42,30,100,6,6,5
0,30,1,3,6,29,23,21,21,34,38,35,30,56,36,18,2,21,6,100,36,43
0,10,0,1,0,3,47,2,6,24,21,51,27,41,41,48,6,23,6,36,100,45
0,19,1,2,3,10,32,7,13,23,35,49,30,43,60,31,4,21,5,43,45,100
