100,6,4,10,40,6,77,28,16,6,8,33,28,26,18,2,16,1,14,23,6,14,15,3,3,7,1,0,0,0
6,100,50,47,2,49,5,12,16,62,36,4,6,8,1,0,1,0,7,1,0,1,1,0,0,1,0,0,0,0
4,50,100,32,1,24,3,10,20,51,56,5,9,11,2,0,0,0,10,2,0,2,1,0,0,1,0,0,0,0
10,47,32,100,2,53,7,14,21,42,39,5,6,8,1,0,1,0,5,1,0,1,1,0,0,1,0,0,0,0
40,2,1,2,100,1,49,7,3,1,2,23,18,15,32,8,35,7,10,26,18,25,27,12,13,19,7,1,0,1
6,49,24,53,1,100,5,13,22,48,31,3,4,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
77,5,3,7,49,5,100,20,12,5,8,33,29,29,21,3,21,3,15,25,8,18,18,4,5,11,2,1,0,1
28,12,10,14,7,13,20,100,56,19,32,46,48,45,19,1,2,0,17,22,3,9,12,2,2,7,1,0,0,0
16,16,20,21,3,22,12,56,100,29,51,19,27,31,6,1,1,0,15,8,1,3,4,1,1,3,0,0,0,0
6,62,51,42,1,48,5,19,29,100,56,5,10,11,2,0,0,0,7,2,0,1,1,0,0,1,0,0,0,0
8,36,56,39,2,31,8,32,51,56,100,10,18,22,3,0,1,0,13,5,1,2,2,0,0,2,0,0,0,0
33,4,5,5,23,3,33,46,19,5,10,100,58,51,53,7,11,3,26,60,17,38,40,10,11,24,5,1,0,1
28,6,9,6,18,4,29,48,27,10,18,58,100,78,33,4,9,3,55,43,13,35,30,8,9,24,5,1,0,1
26,8,11,8,15,5,29,45,31,11,22,51,78,100,29,3,7,2,48,37,11,31,25,6,7,20,4,1,0,1
18,1,2,1,32,1,21,19,6,2,3,53,33,29,100,15,20,10,14,67,41,64,72,29,32,47,17,4,1,4
2,0,0,0,8,0,3,1,1,0,0,7,4,3,15,100,32,60,2,13,32,14,16,21,19,13,13,30,2,8
16,1,0,1,35,0,21,2,1,0,1,11,9,7,20,32,100,19,8,25,32,24,27,27,21,21,14,7,2,8
1,0,0,0,7,0,3,0,0,0,0,3,3,2,10,60,19,100,3,9,39,15,14,20,17,18,14,43,2,4
14,7,10,5,10,2,15,17,15,7,13,26,55,48,14,2,8,3,100,19,9,26,15,6,5,14,4,1,0,0
23,1,2,1,26,1,25,22,8,2,5,60,43,37,67,13,25,9,19,100,42,59,64,26,29,45,22,4,2,11
6,0,0,0,18,0,8,3,1,0,1,17,13,11,41,32,32,39,9,42,100,53,47,58,57,63,48,17,3,18
14,1,2,1,25,0,18,9,3,1,2,38,35,31,64,14,24,15,26,59,53,100,72,38,42,64,27,6,2,9
15,1,1,1,27,0,18,12,4,1,2,40,30,25,72,16,27,14,15,64,47,72,100,38,41,56,26,7,3,12
3,0,0,0,12,0,4,2,1,0,0,10,8,6,29,21,27,20,6,26,58,38,38,100,72,58,56,20,7,30
3,0,0,0,13,0,5,2,1,0,0,11,9,7,32,19,21,17,5,29,57,42,41,72,100,61,70,18,10,52
7,1,1,1,19,0,11,7,3,1,2,24,24,20,47,13,21,18,14,45,63,64,56,58,61,100,52,11,2,14
1,0,0,0,7,0,2,1,0,0,0,5,5,4,17,13,14,14,4,22,48,27,26,56,70,52,100,14,11,64
0,0,0,0,1,0,1,0,0,0,0,1,1,1,4,30,7,43,1,4,17,6,7,20,18,11,14,100,26,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,3,2,3,7,10,2,11,26,100,21
0,0,0,0,1,0,1,0,0,0,0,1,1,1,4,8,8,4,0,11,18,9,12,30,52,14,64,14,21,100
