100,0,94,55,24,20,16,35,32,0,13,6,2,3,2,0,0,2,1,2,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,100,52,25,21,16,38,33,0,14,7,3,4,3,0,0,2,1,1,0,0,0,0,0
55,0,52,100,14,13,12,21,23,0,15,6,2,3,1,0,0,0,0,0,0,0,0,0,0
24,0,25,14,100,87,25,64,17,0,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0
20,0,21,13,87,100,20,56,15,0,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0
16,0,16,12,25,20,100,23,58,0,57,32,70,36,8,0,4,3,1,2,0,0,0,0,0
35,0,38,21,64,56,23,100,31,0,15,14,9,24,6,0,2,4,2,2,0,0,0,0,0
32,0,33,23,17,15,58,31,100,0,63,44,68,60,19,0,8,9,4,6,0,0,0,2,0
0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,1,0,1,1,20,4,0,2,2
13,0,14,15,7,7,57,15,63,0,100,55,76,58,27,0,10,17,6,7,0,1,0,3,0
6,0,7,6,3,3,32,14,44,0,55,100,53,48,40,1,19,27,11,12,0,1,0,5,0
2,0,3,2,2,2,70,9,68,0,76,53,100,54,20,0,7,12,4,5,0,0,0,2,0
3,0,4,3,2,2,36,24,60,0,58,48,54,100,34,0,12,21,10,8,0,1,0,6,0
2,0,3,1,0,0,8,6,19,0,27,40,20,34,100,1,40,60,40,29,0,5,0,35,0
0,0,0,0,0,0,0,0,0,15,0,1,0,0,1,100,4,3,5,9,36,40,0,8,6
0,0,0,0,0,0,4,2,8,1,10,19,7,12,40,4,100,42,48,64,1,12,0,31,0
2,0,2,0,0,0,3,4,9,0,17,27,12,21,60,3,42,100,61,46,1,8,0,48,1
1,0,1,0,0,0,1,2,4,1,6,11,4,10,40,5,48,61,100,61,2,20,0,66,2
2,0,1,0,0,0,2,2,6,1,7,12,5,8,29,9,64,46,61,100,2,25,0,47,2
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,36,1,1,2,2,100,11,1,2,14
0,0,0,0,0,0,0,0,0,4,1,1,0,1,5,40,12,8,20,25,11,100,0,22,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
0,0,0,0,0,0,0,0,2,2,3,5,2,6,35,8,31,48,66,47,2,22,0,100,4
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,2,2,14,7,0,4,100
