100,16,0,11,58,11,3,17,24,17,6,5,2,0,1,10,4,3,0,7,0,0,1,0,0,0,0,0,0
16,100,0,35,20,1,10,3,7,3,6,12,10,0,1,33,2,1,0,2,0,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,35,0,100,12,1,7,2,18,9,12,21,14,0,2,78,5,5,0,2,0,0,0,0,0,0,0,0,0
58,20,0,12,100,5,1,11,18,12,3,5,1,0,1,9,3,2,0,4,0,0,0,0,0,0,0,0,0
11,1,0,1,5,100,0,2,4,5,2,0,0,0,1,1,8,13,0,1,0,0,0,0,0,0,0,0,0
3,10,0,7,1,0,100,1,1,1,2,3,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,0,2,11,2,1,100,57,33,28,3,2,32,32,28,4,3,0,26,2,13,12,0,0,0,0,0,8
24,7,0,18,18,4,1,57,100,49,24,9,3,16,19,39,10,9,0,27,2,7,8,1,0,1,1,1,6
17,3,0,9,12,5,1,33,49,100,12,6,1,6,11,15,15,14,0,49,12,5,10,3,1,2,1,1,23
6,6,0,12,3,2,2,28,24,12,100,12,5,70,76,14,18,8,0,10,1,28,19,0,1,0,0,1,14
5,12,0,21,5,0,3,3,9,6,12,100,24,8,8,19,4,2,0,4,1,19,35,0,0,0,0,0,3
2,10,0,14,1,0,13,2,3,1,5,24,100,3,3,14,1,1,0,1,0,7,5,0,0,0,0,0,1
0,0,0,0,0,0,0,32,16,6,70,8,3,100,87,10,4,4,0,9,1,35,23,0,1,0,0,1,15
1,1,0,2,1,1,0,32,19,11,76,8,3,87,100,12,14,10,0,13,1,30,19,0,1,0,0,1,16
10,33,0,78,9,1,8,28,39,15,14,19,14,10,12,100,6,4,0,17,1,6,8,0,0,0,0,0,3
4,2,0,5,3,8,0,4,10,15,18,4,1,4,14,6,100,44,0,12,1,2,2,0,2,0,0,2,7
3,1,0,5,2,13,0,3,9,14,8,2,1,4,10,4,44,100,0,4,1,1,1,1,7,1,2,7,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
7,2,0,2,4,1,0,26,27,49,10,4,1,9,13,17,12,4,0,100,13,7,14,3,1,2,2,1,28
0,0,0,0,0,0,0,2,2,12,1,1,0,1,1,1,1,1,0,13,100,2,4,15,9,33,12,6,33
0,0,0,0,0,0,0,13,7,5,28,19,7,35,30,6,2,1,0,7,2,100,39,0,0,0,0,0,9
1,0,0,0,0,0,0,12,8,10,19,35,5,23,19,8,2,1,0,14,4,39,100,1,1,1,0,1,11
0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,3,15,0,1,100,13,44,57,12,9
0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2,7,0,1,9,0,1,13,100,28,41,27,5
0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,33,0,1,44,28,100,41,10,9
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,12,0,0,57,41,41,100,14,6
0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,7,0,1,6,0,1,12,27,10,14,100,8
0,0,0,0,0,0,0,8,6,23,14,3,1,15,16,3,7,5,0,28,33,9,11,9,5,9,6,8,100
