100,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,100,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
1,5,100,66,7,30,1,2,0,10,1,1,2,0,0,0,0,0,0,4,2,0,0,0,4,60,74,43,27,6,0,0,0,0,0,0,1
0,1,66,100,8,4,1,2,0,5,1,1,4,0,0,0,0,0,0,4,3,0,1,0,6,51,66,68,44,9,0,0,0,0,0,0,1
0,0,7,8,100,21,19,30,6,41,13,6,21,2,3,3,5,3,2,4,8,4,7,3,41,5,6,12,14,29,3,1,0,0,0,0,4
1,2,30,4,21,100,5,11,1,31,5,2,0,0,0,1,1,0,0,4,3,1,1,1,3,7,11,4,3,3,0,0,0,0,0,0,0
0,0,1,1,19,5,100,53,40,12,28,15,17,18,13,42,49,43,17,7,16,44,25,50,23,1,1,3,7,14,14,21,24,2,0,4,14
0,0,2,2,30,11,53,100,20,23,36,32,34,13,9,21,38,45,22,15,30,42,29,47,29,1,1,5,16,20,22,15,10,1,0,3,24
0,0,0,0,6,1,40,20,100,5,9,6,4,26,17,33,30,20,16,2,5,18,16,35,11,0,0,1,3,7,12,36,28,6,1,11,12
1,1,10,5,41,31,12,23,5,100,16,4,4,2,1,2,3,2,0,6,10,3,4,2,15,5,5,7,6,9,0,0,0,0,0,0,0
0,0,1,1,13,5,28,36,9,16,100,27,36,5,8,15,18,40,9,13,31,33,14,29,20,1,1,3,18,11,11,3,7,0,0,1,13
0,0,1,1,6,2,15,32,6,4,27,100,49,5,4,6,13,19,37,40,45,14,46,22,49,1,1,5,33,47,36,8,3,0,0,1,52
0,0,2,4,21,0,17,34,4,4,36,49,100,4,4,7,16,25,11,27,51,16,12,18,41,2,2,8,25,33,12,3,3,0,0,0,26
0,0,0,0,2,0,18,13,26,2,5,5,4,100,40,30,26,31,24,1,5,10,16,34,5,0,0,0,2,4,10,41,16,6,1,21,7
0,0,0,0,3,0,13,9,17,1,8,4,4,40,100,22,26,25,25,1,3,10,14,24,3,0,0,0,1,1,4,23,11,1,1,16,4
0,0,0,0,3,1,42,21,33,2,15,6,7,30,22,100,33,40,9,2,6,41,14,34,7,0,0,1,3,4,4,14,60,4,1,13,4
0,0,0,0,5,1,49,38,30,3,18,13,16,26,26,33,100,41,15,5,12,35,12,45,18,0,0,3,6,11,7,15,18,4,0,12,11
0,0,0,0,3,0,43,45,20,2,40,19,25,31,25,40,41,100,24,5,20,65,21,62,12,0,0,2,10,9,15,18,23,2,0,6,11
0,0,0,0,2,0,17,22,16,0,9,37,11,24,25,9,15,24,100,8,11,9,80,36,29,0,0,1,11,24,71,31,5,2,0,5,44
0,0,4,4,4,4,7,15,2,6,13,40,27,1,1,2,5,5,8,100,62,4,13,6,26,3,4,8,27,42,10,1,1,0,0,0,24
0,0,2,3,8,3,16,30,5,10,31,45,51,5,3,6,12,20,11,62,100,14,16,17,26,2,3,7,26,32,14,5,3,0,0,1,21
0,0,0,0,4,1,44,42,18,3,33,14,16,10,10,41,35,65,9,4,14,100,16,54,10,0,0,1,6,6,8,6,29,0,0,1,6
0,0,0,1,7,1,25,29,16,4,14,46,12,16,14,14,12,21,80,13,16,16,100,31,40,0,0,2,16,30,72,25,7,1,0,3,48
0,0,0,0,3,1,50,47,35,2,29,22,18,34,24,34,45,62,36,6,17,54,31,100,17,0,0,2,9,13,22,40,21,2,0,8,20
0,0,4,6,41,3,23,29,11,15,20,49,41,5,3,7,18,12,29,26,26,10,40,17,100,3,3,13,35,68,34,7,2,0,0,1,71
0,2,60,51,5,7,1,1,0,5,1,1,2,0,0,0,0,0,0,3,2,0,0,0,3,100,83,36,23,5,0,0,0,0,0,0,0
0,2,74,66,6,11,1,1,0,5,1,1,2,0,0,0,0,0,0,4,3,0,0,0,3,83,100,45,27,6,0,0,0,0,0,0,1
0,1,43,68,12,4,3,5,1,7,3,5,8,0,0,1,3,2,1,8,7,1,2,2,13,36,45,100,64,18,1,0,0,0,0,0,2
0,0,27,44,14,3,7,16,3,6,18,33,25,2,1,3,6,10,11,27,26,6,16,9,35,23,27,64,100,46,14,4,1,0,0,0,26
0,0,6,9,29,3,14,20,7,9,11,47,33,4,1,4,11,9,24,42,32,6,30,13,68,5,6,18,46,100,28,7,2,0,0,1,54
0,0,0,0,3,0,14,22,12,0,11,36,12,10,4,4,7,15,71,10,14,8,72,22,34,0,0,1,14,28,100,25,2,1,0,2,47
0,0,0,0,1,0,21,15,36,0,3,8,3,41,23,14,15,18,31,1,5,6,25,40,7,0,0,0,4,7,25,100,10,10,1,21,17
0,0,0,0,0,0,24,10,28,0,7,3,3,16,11,60,18,23,5,1,3,29,7,21,2,0,0,0,1,2,2,10,100,10,2,9,2
0,0,0,0,0,0,2,1,6,0,0,0,0,6,1,4,4,2,2,0,0,0,1,2,0,0,0,0,0,0,1,10,10,100,18,40,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,100,9,0
0,0,0,0,0,0,4,3,11,0,1,1,0,21,16,13,12,6,5,0,1,1,3,8,1,0,0,0,0,1,2,21,9,40,9,100,2
0,0,1,1,4,0,14,24,12,0,13,52,26,7,4,4,11,11,44,24,21,6,48,20,71,0,1,2,26,54,47,17,2,1,0,2,100
