100,7,2,0,2,9,4,2,0,2,0,0,0,0,0
7,100,37,2,9,38,8,5,0,17,0,1,0,0,0
2,37,100,6,31,37,3,9,0,13,0,3,0,0,0
0,2,6,100,7,4,1,23,23,12,1,11,11,0,0
2,9,31,7,100,31,3,15,1,8,0,4,3,0,0
9,38,37,4,31,100,9,13,0,22,0,3,0,0,0
4,8,3,1,3,9,100,5,1,18,0,0,0,0,0
2,5,9,23,15,13,5,100,41,30,1,3,3,0,0
0,0,0,23,1,0,1,41,100,42,1,3,10,0,0
2,17,13,12,8,22,18,30,42,100,0,3,8,0,0
0,0,0,1,0,0,0,1,1,0,100,40,9,6,1
0,1,3,11,4,3,0,3,3,3,40,100,27,2,0
0,0,0,11,3,0,0,3,10,8,9,27,100,3,0
0,0,0,0,0,0,0,0,0,0,6,2,3,100,15
0,0,0,0,0,0,0,0,0,0,1,0,0,15,100
