100,40,6,21,4,24,26,30,46,57,45,15,30,13,45,17,2,3,8,14,8,7,10,13,0,0,0,0,0,0,0
40,100,18,40,6,28,14,13,40,28,11,14,47,5,55,12,1,2,11,19,8,3,11,7,0,0,0,0,0,0,0
6,18,100,33,31,12,2,1,9,3,2,1,12,0,7,2,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0
21,40,33,100,19,36,4,5,31,10,5,4,46,1,24,5,0,0,3,32,0,1,1,1,0,0,0,0,0,0,0
4,6,31,19,100,20,1,0,7,2,1,1,8,0,4,1,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0
24,28,12,36,20,100,4,4,28,10,7,8,36,2,26,6,0,0,8,46,1,1,1,2,0,0,0,0,0,0,0
26,14,2,4,1,4,100,33,19,38,24,14,14,39,23,18,5,4,1,3,5,6,9,15,1,0,0,1,0,0,0
30,13,1,5,0,4,33,100,21,46,36,24,15,47,30,22,16,20,3,3,29,29,29,24,10,2,1,8,1,0,0
46,40,9,31,7,28,19,21,100,44,27,16,46,7,49,13,1,1,6,21,4,5,7,8,2,0,0,1,0,0,0
57,28,3,10,2,10,38,46,44,100,48,21,22,18,48,23,3,6,6,7,16,9,19,17,6,0,0,2,0,0,0
45,11,2,5,1,7,24,36,27,48,100,50,14,14,29,46,4,5,4,5,10,24,24,35,10,1,1,6,0,0,0
15,14,1,4,1,8,14,24,16,21,50,100,29,8,34,63,3,6,4,5,13,25,31,54,13,1,1,7,0,0,0
30,47,12,46,8,36,14,15,46,22,14,29,100,4,56,23,1,2,9,26,7,5,13,17,6,0,0,2,0,0,0
13,5,0,1,0,2,39,47,7,18,14,8,4,100,11,8,41,31,1,1,33,33,18,10,4,3,2,6,3,0,0
45,55,7,24,4,26,23,30,49,48,29,34,56,11,100,33,3,7,9,17,19,13,26,21,7,1,0,2,0,0,0
17,12,2,5,1,6,18,22,13,23,46,63,23,8,33,100,3,7,6,6,17,23,31,71,13,1,1,8,0,0,0
2,1,0,0,0,0,5,16,1,3,4,3,1,41,3,3,100,44,0,0,16,15,11,3,6,10,9,7,17,1,0
3,2,0,0,0,0,4,20,1,6,5,6,2,31,7,7,44,100,1,0,41,42,21,9,4,8,5,4,7,0,0
8,11,3,3,6,8,1,3,6,6,4,4,9,1,9,6,0,1,100,11,3,2,4,3,5,0,0,1,0,0,0
14,19,30,32,31,46,3,3,21,7,5,5,26,1,17,6,0,0,11,100,1,2,2,3,1,0,0,0,0,0,0
8,8,0,0,0,1,5,29,4,16,10,13,7,33,19,17,16,41,3,1,100,84,39,13,12,4,2,9,2,0,0
7,3,0,1,0,1,6,29,5,9,24,25,5,33,13,23,15,42,2,2,84,100,42,20,8,4,2,7,2,0,0
10,11,0,1,0,1,9,29,7,19,24,31,13,18,26,31,11,21,4,2,39,42,100,22,20,7,4,17,2,0,0
13,7,0,1,0,2,15,24,8,17,35,54,17,10,21,71,3,9,3,3,13,20,22,100,7,1,1,3,0,0,0
0,0,0,0,0,0,1,10,2,6,10,13,6,4,7,13,6,4,5,1,12,8,20,7,100,2,2,46,0,0,0
0,0,0,0,0,0,0,2,0,0,1,1,0,3,1,1,10,8,0,0,4,4,7,1,2,100,62,3,18,5,0
0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,9,5,0,0,2,2,4,1,2,62,100,6,36,10,0
0,0,0,0,0,0,1,8,1,2,6,7,2,6,2,8,7,4,1,0,9,7,17,3,46,3,6,100,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,17,7,0,0,2,2,2,0,0,18,36,1,100,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,10,0,26,100,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,100
