100,25,54,5,25,27,37,29,20,61,25,8,8,44,24,26,3,6,29,12,6,7,18,0,0,0,0,0,0,0
25,100,40,32,72,70,44,35,70,23,12,9,33,19,30,13,0,20,21,5,1,2,3,0,0,0,0,0,0,0
54,40,100,18,42,38,60,45,36,60,31,13,15,55,37,33,3,10,46,16,8,8,17,0,0,0,0,0,0,0
5,32,18,100,39,24,14,14,32,5,3,13,45,4,17,4,0,35,4,1,0,1,1,0,0,0,0,0,0,0
25,72,42,39,100,71,45,36,60,21,13,9,34,20,30,13,0,21,21,6,1,2,3,0,0,0,0,0,0,0
27,70,38,24,71,100,40,41,64,20,13,16,43,23,35,14,0,33,25,5,1,2,3,0,0,0,0,0,0,0
37,44,60,14,45,40,100,58,46,57,41,16,21,60,45,43,7,12,56,26,13,11,22,2,0,0,3,0,0,0
29,35,45,14,36,41,58,100,52,34,33,30,37,45,66,40,4,25,52,15,7,5,14,2,0,0,3,0,0,0
20,70,36,32,60,64,46,52,100,25,16,19,47,26,43,21,1,32,28,8,2,2,5,1,0,0,3,0,0,0
61,23,60,5,21,20,57,34,25,100,38,8,8,76,25,41,8,5,45,27,15,10,26,4,1,0,7,1,0,0
25,12,31,3,13,13,41,33,16,38,100,14,8,40,36,67,8,5,40,31,21,31,78,5,1,0,8,1,0,0
8,9,13,13,9,16,16,30,19,8,14,100,31,12,52,18,1,32,18,4,3,3,8,1,0,0,2,0,0,0
8,33,15,45,34,43,21,37,47,8,8,31,100,10,39,12,1,61,13,4,1,1,2,1,0,0,2,0,0,0
44,19,55,4,20,23,60,45,26,76,40,12,10,100,33,46,8,7,63,29,16,9,25,4,1,0,8,1,0,0
24,30,37,17,30,35,45,66,43,25,36,52,39,33,100,44,3,26,42,13,6,6,17,1,0,0,3,0,0,0
26,13,33,4,13,14,43,40,21,41,67,18,12,46,44,100,8,7,50,36,22,20,60,6,1,1,10,1,0,0
3,0,3,0,0,0,7,4,1,8,8,1,1,8,3,8,100,0,10,41,58,21,7,10,9,3,11,19,0,0
6,20,10,35,21,33,12,25,32,5,5,32,61,7,26,7,0,100,9,2,1,1,1,0,0,0,1,0,0,0
29,21,46,4,21,25,56,52,28,45,40,18,13,63,42,50,10,9,100,34,18,8,21,3,1,0,6,1,0,0
12,5,16,1,6,5,26,15,8,27,31,4,4,29,13,36,41,2,34,100,64,17,29,9,4,2,11,7,0,0
6,1,8,0,1,1,13,7,2,15,21,3,1,16,6,22,58,1,18,64,100,15,20,13,17,7,16,16,1,0
7,2,8,1,2,2,11,5,2,10,31,3,1,9,6,20,21,1,8,17,15,100,36,1,1,0,1,1,0,0
18,3,17,1,3,3,22,14,5,26,78,8,2,25,17,60,7,1,21,29,20,36,100,10,3,1,13,1,0,0
0,0,0,0,0,0,2,2,1,4,5,1,1,4,1,6,10,0,3,9,13,1,10,100,30,4,57,4,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,9,0,1,4,17,1,3,30,100,30,16,27,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,7,0,1,4,30,100,4,68,16,0
0,0,0,0,0,0,3,3,3,7,8,2,2,8,3,10,11,1,6,11,16,1,13,57,16,4,100,4,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,19,0,1,7,16,1,1,4,27,68,4,100,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,16,0,16,100,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,100
