Species                Kbu       Ktd      Kdir    Kindir         K
Atila              0.50000   0.00000   0.50000   0.00000   0.50000
Calli              0.00000   1.20000   1.20000   0.00000   1.20000
Jtila              0.16667   0.40000   0.53333   0.03333   0.56667
MarCar             0.00000   5.00000   3.56667   1.43333   5.00000
Pena               0.16667   0.60000   0.73333   0.03333   0.76667
Ethi               0.16667   0.40000   0.53333   0.03333   0.56667
MiscBenth          3.05556   0.00000   3.00000   0.05556   3.05556
Clib               0.00000   0.20000   0.20000   0.00000   0.20000
Tymp               0.00000   0.20000   0.20000   0.00000   0.20000
Zoopl              2.22222   0.16667   2.16667   0.22222   2.38889
Oyst               0.00000   0.40000   0.36667   0.03333   0.40000
Phyto              5.44444   0.00000   3.00000   2.44444   5.44444
