dl
n=25
format=fullmatrix
labels:	Mamm	Bird	Sciae	Scom	ShaRay	Squid	Caran	Serra	ScoTrig	Ofish	Haem	Clup	Lutja	Parali	Omollu	Mycto	OmacroCrus	RedCrab	Shri	Crab	Polych	Stoma	Zoopl	MeioBenth	Phyto
data:
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.059	0.145	0	0	0.041	0	0	0	0	1.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.052	0.117	0	0	0.007	0	0	0.015	0	0.368	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.029	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.002	0.002	0	0.003	0.002	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0
0.073	0.193	0.057	0	0.047	0	0	0.385	0.056	0	0.988	0	0.037	0.13	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.015	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0
0.152	0.425	0.549	1.122	0.56	11.155	1.091	0	0	3.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.003	0	0	0.025	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.002	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.056	0	0.217	0	0.112	0.258	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0
0	0	0.061	0.365	0.147	0	0	0	0	0	0	0	0	0	0.438	0	0	0	0	0	0	0	0	0	0
0	0	0.124	0.009	0.017	0	0	0.22	0.046	0	0	0	0	0	0.534	0.144	0	0	0	0.01	0	0	0	0	0
0	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.12	0	0.025	0.351	0	0.129	0.063	0.28	0.121	0	0.074	0.084	0	0	0	0	0	0.032	0	0	0	0	0
0	0	0	0	0.056	0	0	0.351	0.02	0	0	0	0.173	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.152	0	1.068	0	0	0	0.589	0	0	0.422	0.294	0	0	0	0	0	0	0
0	0	0	0	0.014	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.104	0.146	0.159	0.551	0.039	9.157	1.738	0.159	0	4.727	0.85	96.513	0.143	0	2.711	4.057	0	0.054	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.169	0.225	0	0.006	0	0.185	0	0.132	0	1.107	0.222	3.134	0.939	3.183	0.033	0	0	0
0	0	0.019	0	0	0	0.003	0.157	0	2.538	0.465	16.104	0.166	0	2.189	2.458	0.587	0.007	1.8	0	0	0	1535.548	0	0
