1	1	1
1	9	1
1	12	1
1	17	1
1	21	1
1	25	1
1	31	1
1	39	1
2	1	1
2	9	1
2	12	1
2	21	1
2	31	1
2	39	1
3	31	1
3	36	1
3	39	1
4	1	1
4	6	1
4	9	1
4	12	1
4	21	1
4	25	1
4	31	1
4	39	1
5	1	1
5	6	1
5	9	1
5	12	1
5	21	1
5	31	1
5	39	1
6	6	1
6	9	1
6	12	1
6	21	1
6	25	1
6	31	1
6	39	1
7	11	1
7	18	1
7	31	1
7	36	1
7	39	1
8	1	1
8	6	1
8	9	1
8	12	1
8	17	1
8	21	1
8	25	1
8	31	1
8	33	1
8	39	1
9	9	1
9	12	1
9	21	1
9	31	1
10	3	1
10	11	1
10	31	1
10	36	1
11	11	1
11	31	1
11	39	1
12	9	1
12	12	1
12	21	1
12	31	1
13	3	1
13	10	1
13	11	1
13	18	1
13	31	1
13	36	1
13	39	1
14	1	1
14	6	1
14	9	1
14	12	1
14	17	1
14	21	1
14	23	1
14	31	1
15	1	1
15	9	1
15	12	1
15	17	1
15	21	1
15	25	1
15	31	1
15	39	1
16	3	1
16	11	1
16	18	1
16	29	1
16	36	1
17	31	1
17	39	1
18	3	1
18	11	1
18	18	1
18	36	1
19	30	1
20	30	1
21	9	1
21	12	1
21	21	1
22	1	1
22	17	1
22	21	1
22	33	1
22	39	1
23	12	1
24	1	1
24	9	1
24	12	1
24	17	1
24	21	1
24	22	1
24	25	1
24	33	1
26	6	1
26	17	1
26	22	1
26	33	1
28	30	1
29	10	1
29	36	1
30	6	1
30	9	1
30	12	1
30	17	1
30	21	1
30	22	1
30	23	1
31	31	1
32	29	1
32	39	1
34	1	1
34	6	1
34	9	1
34	12	1
34	17	1
34	21	1
34	25	1
34	31	1
34	39	1
35	9	1
35	12	1
35	21	1
35	31	1
35	35	1
35	39	1
36	3	1
36	11	1
36	31	1
36	36	1
36	39	1
37	3	1
37	10	1
37	11	1
37	18	1
37	29	1
37	32	1
37	36	1
38	30	1
