Species                Kbu       Ktd      Kdir    Kindir         K
Acod               0.07692   8.69851   3.78499   4.99045   8.77543
MarMam             0.00000  15.83725   3.45807  12.37919  15.83725
Jcod               1.03196   0.58808   1.25523   0.36481   1.62003
Saithe             0.15385   2.71975   1.73142   1.14218   2.87359
RedFish            0.93662   0.97923   1.51594   0.39991   1.91585
GreenHal           0.07692   1.26198   0.94616   0.39274   1.33890
OFlatFish          0.45055   1.09181   1.12308   0.41927   1.54236
OdemFish           0.15385   2.39594   1.88023   0.66956   2.54979
Hadd               0.26923   1.38789   1.08737   0.56975   1.65712
Herr               0.99252   0.19118   0.72192   0.46178   1.18370
Bird               0.00000   0.89121   0.71402   0.17720   0.89121
Nekt               2.16775   0.73361   2.25003   0.65133   2.90136
Cape               2.01349   0.19118   1.47741   0.72726   2.20467
Opel               1.48072   0.19118   1.06670   0.60520   1.67190
NorthShri          1.50428   0.27153   1.28218   0.49364   1.77582
Mollu              0.14423   0.30413   0.34616   0.10220   0.44837
Benth              3.96939   0.12500   2.61859   1.47580   4.09439
Neph               0.00000   0.27153   0.25525   0.01628   0.27153
Zoopl              7.71276   0.12500   4.11859   3.71917   7.83776
Phyto             19.00000   0.00000   4.36667  14.63333  19.00000
