Species                 Kbu       Ktd      Kdir    Kindir         K
ProdPrim           15.00000   0.00000   4.00000  11.00000  15.00000
Copep               3.09952   0.16667   1.70000   1.56619   3.26619
PFV                 1.90921   0.45833   1.68571   0.68183   2.36754
MeioBenth           3.70659   0.16667   1.86667   2.00659   3.87325
MacroBenth          3.66460   0.45833   2.51905   1.60389   4.12294
Crev                2.67111   0.34896   2.22738   0.79269   3.02007
Mul                 0.14286   0.45833   0.55952   0.04167   0.60119
PetPel              0.51429   1.17730   1.40238   0.28921   1.69159
Syng                0.00000   0.58333   0.50000   0.08333   0.58333
Gob                 1.52619   0.70334   1.94405   0.28548   2.22953
Estur               0.00000   0.87786   0.58333   0.29452   0.87786
Ang                 0.00000   5.02465   2.41667   2.60798   5.02465
GPM                 0.00000   3.87936   2.41667   1.46269   3.87936
PeauD               0.14286   1.60362   1.05952   0.68696   1.74648
GraPel              0.00000   0.63480   0.41667   0.21814   0.63480
PoiPla              0.28571   0.63480   0.70238   0.21814   0.92052
