dl
n=30
format=fullmatrix
labels:	Cet	Dolph	HarpSeal	HoodSeal	GreySeal	Bird	Lcod	Scod	LGreenHal	SGreenHal	Plai	Flou	Skate	RedFish	Ldem	Sdem	Cape	Lpela	PiscSPela	Shri	PlankSPela	SCrus	Lcrus	Echino	Mollu	Polych	OBenthInv	Lzoopl	Szoopl	Phyto
data:
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.01	0.02	0.008	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.004	0.013	0.006	0.025	0	0.01	0	0	0.002	0.003	0	0.001	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0
0	0	0.018	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.093	0.038	0.001	0.001	0	0	0	0	0.005	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.049	0	0.039	0.001	0.095	0	0	0	0	0	0	0	0.004	0.012	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0
0	0	0.007	0.002	0.003	0.001	0.001	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0.001	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.015	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0
0	0.009	0.072	0.008	0.00	0	0.007	0	0.008	0	0	0	0.012	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.007	0.004	0.001	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.084	0.01	0.003	0.03	0.014	0.029	0.009	0.074	0.083	0	0.002	0.014	0.002	0.001	0	0	0.002	0.001	0.001	0	0	0	0	0	0	0	0	0	0
0.978	0.063	0.346	0.006	0.065	0.081	0.06	0.035	0.009	0.541	0.067	0.003	0.006	0.172	0.011	0.02	0	0.003	0.128	0.033	0	0	0	0	0	0	0	0	0	0
0	0.001	0.002	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.006	0.092	0.007	0.002	0.015	0.003	0.001	0	0.003	0	0	0	0.003	0.003	0.003	0.001	0	0.006	0.000	0.021	0	0	0	0	0	0	0	0	0	0
0.127	0.083	0.276	0.003	0.101	0.097	0.153	0.041	0.049	0.004	0.021	0.002	0.026	0.001	0.025	0.003	0.01	0.016	0.005	0	0	0	0	0	0	0	0	0	0	0
0	0.003	0.066	0	0.003	0.001	0.127	0.065	0.09	0.565	0.058	0.001	0.004	0.447	0.054	0.08	0	0.001	0.083	0.156	0	0	0	0	0	0	0	0	0	0
0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.05	0	0	0	0	0	0.004	0	0	0.008	0	0	0	0	0	0.209	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.005	0	0	0	0.635	0.018	0	0	0.05	0.146	0	0	0	0	0	2.183	0.798	0	0	0	0	0	0	0
0	0	0	0	0	0	0.011	0	0	0	0.694	0.018	0.001	0	0.014	0.144	0	0	0.001	0	0	7.119	0.845	0	0	0	0	0	0	0
0	0	0	0	0	0	0.004	0.008	0	0	0.355	0.056	0.01	0	0.148	0.3	0	0.002	0	0	0.365	0.577	0.347	0	0	0	0	0	0	0
0	0	0.059	0	0	0.003	0	0	0	0	0.078	0.025	0.001	0	0.028	0.583	0	0.001	0.06	0.447	0.387	0.287	0.809	0	0	0	0	0	0	0
0.136	0	0.228	0	0.00	0.013	0.437	0.193	0.009	0.393	0.134	0.001	0	0.345	0.037	0.129	8.228	0.011	0.298	1.316	1.389	0.007	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.008	0	0.003	0.011	0	0	0.153	0.003	0.057	8.545	0	0.373	2.708	5.636	0.014	0	0	0	0	0	31.953	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.693	0	0	0	12.839	71.843	0	57.291	763.876	0
