Species               Kbu       Ktd      Kdir    Kindir         K
Herr              1.55442   0.39860   1.35660   0.59643   1.95303
Jack              0.41749   1.40141   1.19910   0.61980   1.81889
Mack              0.53715   1.17483   1.18170   0.53028   1.71198
CatFish           0.75306   0.90281   1.24910   0.40677   1.65587
Snap              0.07692   8.02185   2.88682   5.21196   8.09878
Croak             0.53346   0.64491   0.90624   0.27214   1.17838
Group             0.27574   4.29703   2.38950   2.18327   4.57277
Sha               0.00000  17.00000   3.63565  13.36435  17.00000
Ofish             0.15976   3.82390   1.88041   2.10325   3.98366
Squid             0.27574   2.55697   1.61374   1.21896   2.83271
FlatFish          0.68389   0.28951   0.75068   0.22272   0.97340
Major             0.95556   0.48951   1.08084   0.36422   1.44507
Gru               0.31479   0.48951   0.60709   0.19721   0.80430
Shri              5.37971   0.29091   2.79916   2.87146   5.67062
EpiFau            3.78478   0.38312   2.53725   1.63065   4.16790
InFau             7.38345   0.00000   2.49597   4.88747   7.38345
Zoopl             7.61655   1.00000   3.43016   5.18640   8.61655
Phyto             8.61655   0.00000   1.00000   7.61655   8.61655
