"-(Element437)-> "Jack"","-(Element432)-> "Mack"","-(Element437)-> "Jack""
"-(Element474)-> "Mack"","-(Element440)-> "Squid"","-(Element474)-> "Mack""
"-(Element466)-> "Snap"","-(Element459)-> "Group"","-(Element466)-> "Snap""
