dl
n=12
format=fullmatrix
labels:	Intpred	Lpred	Sdemzoob	Lzoob	Sdemzoop	Pela	Lcrus	Smollworm	Hetbent	Scrus	Zoopl	Phyto
data:
0	0.183	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
3.542	0.623	0	0	0	0.403	0	0	0	0	0	0
0	0.009	0	0	0	0	0	0	0	0	0	0
0.017	0.009	0.3	0	0	0	0	0	0	0	0	0
0.178	0.917	0.84	0	0	0	0	0	0	0	0	0
0.204	0	0.36	0.008	0	0	0	0	0.521	0	0	0
0	0	15.593	0.11	0.089	0	1.826	0	3.128	0	0	0
0.026	0.092	9.236	0.099	0	0	1.388	0	0	0	0	0
0.187	0	32.146	0.429	0.079	0.403	1.315	5.532	3.649	0	0	0
0	0	0.48	0	1.269	5.644	0.037	33.194	5.213	34.532	0	0
0	0	0	0	0	1.532	0.073	11.065	5.213	11.511	410.292	0
